flight_id,airline,source_airport,destination_airport
FL04827,AI,AP019,AP039
FL04828,AI,AP039,AP006
FL04829,AI,AP048,AP004
FL04830,AI,AP042,AP048
FL04831,AI,AP033,AP049
FL04832,AI,AP031,AP029
FL04833,AI,AP012,AP018
FL04834,AI,AP042,AP031
FL04835,AI,AP031,AP032
FL04836,AI,AP016,AP034
FL04837,AI,AP021,AP034
FL04838,AI,AP034,AP001
FL04839,AI,AP048,AP002
FL04840,AI,AP027,AP007
FL04841,AI,AP024,AP028
FL04842,AI,AP020,AP024
FL04843,AI,AP028,AP029
FL04844,AI,AP002,AP011
FL04845,AI,AP035,AP042
FL04846,AI,AP049,AP019
FL04847,AI,AP045,AP010
FL04848,AI,AP031,AP027
FL04849,AI,AP008,AP019
FL04850,AI,AP045,AP024
FL04851,AI,AP031,AP048
FL04852,AI,AP007,AP036
FL04853,AI,AP043,AP031
FL04854,AI,AP042,AP035
FL04855,AI,AP043,AP034
FL04856,AI,AP036,AP030
FL04857,AI,AP030,AP035
FL04858,AI,AP010,AP032
FL04859,AI,AP003,AP025
FL04860,AI,AP016,AP031
FL04861,AI,AP037,AP024
FL04862,AI,AP039,AP043
FL04863,AI,AP022,AP049
FL04864,AI,AP018,AP020
FL04865,AI,AP003,AP001
FL04866,AI,AP037,AP002
FL04867,AI,AP008,AP023
FL04868,AI,AP022,AP047
FL04869,AI,AP037,AP001
FL04870,AI,AP048,AP040
FL04871,AI,AP021,AP024
FL04872,AI,AP006,AP027
FL04873,AI,AP022,AP026
FL04874,AI,AP022,AP003
FL04875,AI,AP042,AP015
FL04876,AI,AP015,AP041
FL04877,AI,AP019,AP037
FL04878,AI,AP005,AP044
FL04879,AI,AP004,AP019
FL04880,AI,AP007,AP021
FL04881,AI,AP010,AP001
FL04882,AI,AP034,AP020
FL04883,AI,AP002,AP029
FL04884,AI,AP042,AP027
FL04885,AI,AP036,AP032
FL04886,AI,AP026,AP017
FL04887,AI,AP001,AP044
FL04888,AI,AP030,AP037
FL04889,AI,AP001,AP020
FL04890,AI,AP024,AP036
FL04891,AI,AP024,AP020
FL04892,AI,AP036,AP006
FL04893,AI,AP031,AP006
FL04894,AI,AP044,AP043
FL04895,AI,AP013,AP021
FL04896,AI,AP031,AP032
FL04897,AI,AP048,AP042
FL04898,AI,AP021,AP010
FL04899,AI,AP039,AP019
FL04900,AI,AP023,AP027
FL04901,AI,AP012,AP031
FL04902,AI,AP040,AP004
FL04903,AI,AP034,AP013
FL04904,AI,AP018,AP016
FL04905,AI,AP003,AP019
FL04906,AI,AP036,AP025
FL04907,AI,AP014,AP039
FL04908,AI,AP047,AP005
FL04909,AI,AP045,AP037
FL04910,AI,AP006,AP037
FL04911,AI,AP021,AP017
FL04912,AI,AP004,AP036
FL04913,AI,AP033,AP030
FL04914,AI,AP027,AP013
FL04915,AI,AP022,AP004
FL04916,AI,AP041,AP019
FL04917,AI,AP032,AP019
FL04918,AI,AP027,AP042
FL04919,AI,AP034,AP020
FL04920,AI,AP012,AP026
FL04921,AI,AP025,AP016
FL04922,AI,AP039,AP032
FL04923,AI,AP029,AP042
FL04924,AI,AP048,AP035
FL04925,AI,AP011,AP001
FL04926,AI,AP040,AP045
FL04927,AI,AP033,AP011
FL04928,AI,AP036,AP031
FL04929,AI,AP013,AP042
FL04930,AI,AP047,AP029
FL04931,AI,AP017,AP040
FL04932,AI,AP034,AP039
FL04933,AI,AP049,AP027
FL04934,AI,AP036,AP046
FL04935,AI,AP040,AP003
FL04936,AI,AP033,AP012
FL04937,AI,AP023,AP029
FL04938,AI,AP009,AP015
FL04939,AI,AP009,AP047
FL04940,AI,AP043,AP048
FL04941,AI,AP019,AP027
FL04942,AI,AP026,AP020
FL04943,AI,AP004,AP040
FL04944,AI,AP013,AP026
FL04945,AI,AP017,AP018
FL04946,AI,AP041,AP010
FL04947,AI,AP016,AP043
FL04948,AI,AP038,AP015
FL04949,AI,AP025,AP015
FL04950,AI,AP007,AP009
FL04951,AI,AP012,AP001
FL04952,AI,AP015,AP019
FL04953,AI,AP029,AP031
FL04954,AI,AP035,AP027
FL04955,AI,AP027,AP041
FL04956,AI,AP002,AP012
FL04957,AI,AP010,AP017
FL04958,AI,AP008,AP001
FL04959,AI,AP016,AP017
FL04960,AI,AP042,AP035
FL04961,AI,AP011,AP041
FL04962,AI,AP002,AP046
FL04963,AI,AP031,AP001
FL04964,AI,AP003,AP005
FL04965,AI,AP020,AP038
FL04966,AI,AP019,AP004
FL04967,AI,AP026,AP023
FL04968,AI,AP042,AP005
FL04969,AI,AP025,AP046
FL04970,AI,AP008,AP015
FL04971,AI,AP007,AP036
FL04972,AI,AP047,AP032
FL04973,AI,AP007,AP033
FL04974,AI,AP042,AP037
FL04975,AI,AP049,AP033
FL04976,AI,AP016,AP031
FL04977,AI,AP005,AP015
FL04978,AI,AP038,AP007
FL04979,AI,AP049,AP020
FL04980,AI,AP021,AP037
FL04981,AI,AP047,AP024
FL04982,AI,AP047,AP015
FL04983,AI,AP027,AP013
FL04984,AI,AP009,AP006
FL04985,AI,AP011,AP013
FL04986,AI,AP017,AP028
FL04987,AI,AP026,AP016
FL04988,AI,AP037,AP003
FL04989,AI,AP031,AP034
FL04990,AI,AP023,AP044
FL04991,AI,AP007,AP020
FL04992,AI,AP034,AP027
FL04993,AI,AP030,AP043
FL04994,AI,AP015,AP017
FL04995,AI,AP009,AP023
FL04996,AI,AP030,AP045
FL04997,AI,AP023,AP019
FL04998,AI,AP001,AP041
FL04999,AI,AP038,AP002
FL05000,AI,AP047,AP042
FL05001,AI,AP003,AP044
FL05002,AI,AP042,AP015
FL05003,AI,AP016,AP035
FL05004,AI,AP024,AP019
FL05005,AI,AP040,AP044
FL05006,AI,AP023,AP043
FL05007,AI,AP007,AP034
FL05008,AI,AP015,AP028
FL05009,AI,AP024,AP000
FL05010,AI,AP025,AP016
FL05011,AI,AP019,AP005
FL05012,AI,AP048,AP015
FL05013,AI,AP019,AP013
FL05014,AI,AP010,AP028
FL05015,AI,AP040,AP020
FL05016,AI,AP049,AP041
FL05017,AI,AP026,AP002
FL05018,AI,AP017,AP005
FL05019,AI,AP049,AP031
FL05020,AI,AP030,AP047
FL05021,AI,AP026,AP021
FL05022,AI,AP045,AP027
FL05023,AI,AP006,AP010
FL05024,AI,AP044,AP016
FL05025,AI,AP032,AP004
FL05026,AI,AP022,AP026
FL05027,AI,AP038,AP046
FL05028,AI,AP035,AP047
FL05029,AI,AP020,AP029
FL05030,AI,AP044,AP001
FL05031,AI,AP048,AP003
FL05032,AI,AP041,AP011
FL05033,AI,AP040,AP028
FL05034,AI,AP041,AP008
FL05035,AI,AP000,AP025
FL05036,AI,AP012,AP040
FL05037,AI,AP019,AP020
FL05038,AI,AP036,AP005
FL05039,AI,AP007,AP010
FL05040,AI,AP015,AP033
FL05041,AI,AP045,AP049
FL05042,AI,AP041,AP048
FL05043,AI,AP008,AP038
FL05044,AI,AP043,AP026
FL05045,AI,AP020,AP028
FL05046,AI,AP030,AP047
FL05047,AI,AP008,AP016
FL05048,AI,AP011,AP043
FL05049,AI,AP037,AP020
FL05050,AI,AP018,AP012
FL05051,AI,AP005,AP026
FL05052,AI,AP023,AP011
FL05053,AI,AP025,AP024
FL05054,AI,AP036,AP014
FL05055,AI,AP001,AP035
FL05056,AI,AP041,AP039
FL05057,AI,AP040,AP014
FL05058,AI,AP005,AP029
FL05059,AI,AP012,AP016
FL05060,AI,AP044,AP010
FL05061,AI,AP003,AP025
FL05062,AI,AP039,AP027
FL05063,AI,AP038,AP016
FL05064,AI,AP009,AP005
FL05065,AI,AP023,AP010
FL05066,AI,AP036,AP007
FL05067,AI,AP000,AP045
FL05068,AI,AP033,AP027
FL05069,AI,AP049,AP029
FL05070,AI,AP043,AP031
FL05071,AI,AP007,AP014
FL05072,AI,AP045,AP013
FL05073,AI,AP012,AP017
FL05074,AI,AP018,AP047
FL05075,AI,AP031,AP024
FL05076,AI,AP008,AP027
FL05077,AI,AP013,AP038
FL05078,AI,AP013,AP018
FL05079,AI,AP046,AP043
FL05080,AI,AP012,AP026
FL05081,AI,AP011,AP026
FL05082,AI,AP009,AP001
FL05083,AI,AP018,AP016
FL05084,AI,AP015,AP039
FL05085,AI,AP028,AP015
FL05086,AI,AP023,AP037
FL05087,AI,AP043,AP041
FL05088,AI,AP029,AP005
FL05089,AI,AP000,AP030
FL05090,AI,AP008,AP020
FL05091,AI,AP044,AP025
FL05092,AI,AP043,AP013
FL05093,AI,AP045,AP024
FL05094,AI,AP045,AP027
FL05095,AI,AP047,AP038
FL05096,AI,AP016,AP004
FL05097,AI,AP006,AP035
FL05098,AI,AP003,AP021
FL05099,AI,AP015,AP030
FL05100,AI,AP022,AP038
FL05101,AI,AP042,AP038
FL05102,AI,AP045,AP047
FL05103,AI,AP002,AP000
FL05104,AI,AP016,AP032
FL05105,AI,AP039,AP024
FL05106,AI,AP019,AP025
FL05107,AI,AP042,AP023
FL05108,AI,AP008,AP035
FL05109,AI,AP002,AP037
FL05110,AI,AP011,AP016
FL05111,AI,AP010,AP032
FL05112,AI,AP031,AP021
FL05113,AI,AP029,AP008
FL05114,AI,AP005,AP020
FL05115,AI,AP045,AP033
FL05116,AI,AP027,AP009
FL05117,AI,AP016,AP007
FL05118,AI,AP020,AP002
FL05119,AI,AP008,AP031
FL05120,AI,AP017,AP047
FL05121,AI,AP023,AP027
FL05122,AI,AP018,AP016
FL05123,AI,AP039,AP048
FL05124,AI,AP016,AP033
FL05125,AI,AP020,AP027
FL05126,AI,AP010,AP020
FL05127,AI,AP047,AP031
FL05128,AI,AP048,AP009
FL05129,AI,AP035,AP042
FL05130,AI,AP040,AP028
FL05131,AI,AP003,AP012
FL05132,AI,AP009,AP003
FL05133,AI,AP014,AP011
FL05134,AI,AP002,AP030
FL05135,AI,AP016,AP010
FL05136,AI,AP045,AP029
FL05137,AI,AP027,AP007
FL05138,AI,AP031,AP002
FL05139,AI,AP028,AP022
FL05140,AI,AP045,AP035
FL05141,AI,AP031,AP029
FL05142,AI,AP031,AP007
FL05143,AI,AP046,AP009
FL05144,AI,AP007,AP022
FL05145,AI,AP005,AP013
FL05146,AI,AP018,AP011
FL05147,AI,AP010,AP047
FL05148,AI,AP032,AP017
FL05149,AI,AP036,AP042
FL05150,AI,AP037,AP013
FL05151,AI,AP037,AP000
FL05152,AI,AP033,AP049
FL05153,AI,AP036,AP011
FL05154,AI,AP026,AP004
FL05155,AI,AP015,AP049
FL05156,AI,AP031,AP043
FL05157,AI,AP006,AP021
FL05158,AI,AP001,AP018
FL05159,AI,AP043,AP007
FL05160,AI,AP025,AP023
FL05161,AI,AP037,AP006
FL05162,AI,AP020,AP009
FL05163,AI,AP001,AP005
FL05164,AI,AP029,AP045
FL05165,AI,AP042,AP030
FL05166,AI,AP029,AP040
FL05167,AI,AP017,AP038
FL05168,AI,AP042,AP000
FL05169,AI,AP021,AP002
FL05170,AI,AP041,AP039
FL05171,AI,AP028,AP020
FL05172,AI,AP046,AP036
FL05173,AI,AP008,AP013
FL05174,AI,AP003,AP041
FL05175,AI,AP018,AP020
FL05176,AI,AP003,AP047
FL05177,AI,AP004,AP035
FL05178,AI,AP038,AP024
FL05179,AI,AP005,AP025
FL05180,AI,AP016,AP011
FL05181,AI,AP015,AP049
FL05182,AI,AP025,AP005
FL05183,AI,AP001,AP013
FL05184,AI,AP010,AP024
FL05185,AI,AP049,AP025
FL05186,AI,AP018,AP041
FL05187,AI,AP048,AP041
FL05188,AI,AP009,AP007
FL05189,AI,AP019,AP031
FL05190,AI,AP027,AP047
FL05191,AI,AP019,AP043
FL05192,AI,AP038,AP008
FL05193,AI,AP022,AP042
FL05194,AI,AP006,AP023
FL05195,AI,AP032,AP012
FL05196,AI,AP031,AP028
FL05197,AI,AP024,AP030
FL05198,AI,AP017,AP036
FL05199,AI,AP038,AP027
FL05200,AI,AP005,AP048
FL05201,AI,AP027,AP023
FL05202,AI,AP039,AP011
FL05203,AI,AP027,AP040
FL05204,AI,AP027,AP005
FL05205,AI,AP002,AP032
FL05206,AI,AP021,AP029
FL05207,AI,AP043,AP014
FL05208,AI,AP041,AP043
FL05209,AI,AP045,AP009
FL05210,AI,AP031,AP033
FL05211,AI,AP040,AP041
FL05212,AI,AP033,AP005
FL05213,AI,AP018,AP029
FL05214,AI,AP027,AP005
FL05215,AI,AP030,AP019
FL05216,AI,AP009,AP008
FL05217,AI,AP043,AP019
FL05218,AI,AP015,AP033
FL05219,AI,AP027,AP018
FL05220,AI,AP036,AP003
FL05221,AI,AP035,AP004
FL05222,AI,AP002,AP032
FL05223,AI,AP006,AP032
FL05224,AI,AP027,AP026
FL05225,AI,AP006,AP029
FL05226,AI,AP042,AP046
FL05227,AI,AP036,AP016
FL05228,AI,AP022,AP016
FL05229,AI,AP037,AP005
FL05230,AI,AP049,AP032
FL05231,AI,AP001,AP007
FL05232,AI,AP047,AP042
FL05233,AI,AP029,AP011
FL05234,AI,AP011,AP025
FL05235,AI,AP002,AP005
FL05236,AI,AP026,AP045
FL05237,AI,AP019,AP020
FL05238,AI,AP037,AP046
FL05239,AI,AP029,AP048
FL05240,AI,AP042,AP028
FL05241,AI,AP039,AP016
FL05242,AI,AP021,AP011
FL05243,AI,AP013,AP011
FL05244,AI,AP005,AP047
FL05245,AI,AP038,AP016
FL05246,AI,AP043,AP006
FL05247,AI,AP027,AP034
FL05248,AI,AP001,AP000
FL05249,AI,AP025,AP007
FL05250,AI,AP000,AP010
FL05251,AI,AP041,AP030
FL05252,AI,AP029,AP044
FL05253,AI,AP025,AP042
FL05254,AI,AP047,AP038
FL05255,AI,AP046,AP031
FL05256,AI,AP019,AP039
FL05257,AI,AP039,AP023
FL05258,AI,AP044,AP043
FL05259,AI,AP044,AP043
FL05260,AI,AP025,AP019
FL05261,AI,AP005,AP008
FL05262,AI,AP008,AP000
FL05263,AI,AP012,AP007
FL05264,AI,AP001,AP044
FL05265,AI,AP012,AP001
FL05266,AI,AP013,AP030
FL05267,AI,AP041,AP009
FL05268,AI,AP041,AP015
FL05269,AI,AP027,AP040
FL05270,AI,AP034,AP012
FL05271,AI,AP005,AP019
FL05272,AI,AP049,AP029
FL05273,AI,AP009,AP030
FL05274,AI,AP027,AP001
FL05275,AI,AP007,AP010
FL05276,AI,AP009,AP047
FL05277,AI,AP044,AP028
FL05278,AI,AP031,AP030
FL05279,AI,AP001,AP028
FL05280,AI,AP037,AP015
FL05281,AI,AP012,AP018
FL05282,AI,AP036,AP025
FL05283,AI,AP003,AP021
FL05284,AI,AP000,AP006
FL05285,AI,AP040,AP045
FL05286,AI,AP027,AP026
FL05287,AI,AP031,AP047
FL05288,AI,AP037,AP038
FL05289,AI,AP046,AP035
FL05290,AI,AP018,AP002
FL05291,AI,AP031,AP025
FL05292,AI,AP031,AP032
FL05293,AI,AP037,AP046
FL05294,AI,AP039,AP043
FL05295,AI,AP031,AP014
FL05296,AI,AP045,AP003
FL05297,AI,AP033,AP001
FL05298,AI,AP027,AP036
FL05299,AI,AP020,AP035
FL05300,AI,AP004,AP017
FL05301,AI,AP041,AP026
FL05302,AI,AP030,AP007
FL05303,AI,AP031,AP039
FL05304,AI,AP041,AP022
FL05305,AI,AP028,AP044
FL05306,AI,AP027,AP001
FL05307,AI,AP010,AP018
FL05308,AI,AP046,AP012
FL05309,AI,AP030,AP022
FL05310,AI,AP028,AP014
FL05311,AI,AP032,AP014
FL05312,AI,AP037,AP043
FL05313,AI,AP021,AP038
FL05314,AI,AP045,AP042
FL05315,AI,AP029,AP008
FL05316,AI,AP018,AP046
FL05317,AI,AP045,AP024
FL05318,AI,AP026,AP043
FL05319,AI,AP041,AP047
FL05320,AI,AP023,AP030
FL05321,AI,AP010,AP039
FL05322,AI,AP013,AP018
FL05323,AI,AP044,AP047
FL05324,AI,AP005,AP042
FL05325,AI,AP030,AP008
FL05326,AI,AP011,AP012
FL05327,AI,AP010,AP038
FL05328,AI,AP031,AP006
FL05329,AI,AP026,AP031
FL05330,AI,AP019,AP015
FL05331,AI,AP013,AP035
FL05332,AI,AP003,AP001
FL05333,AI,AP022,AP016
FL05334,AI,AP022,AP043
FL05335,AI,AP010,AP011
FL05336,AI,AP032,AP002
FL05337,AI,AP004,AP021
FL05338,AI,AP027,AP007
FL05339,AI,AP039,AP014
FL05340,AI,AP007,AP035
FL05341,AI,AP014,AP031
FL05342,AI,AP016,AP021
FL05343,AI,AP022,AP049
FL05344,AI,AP002,AP049
FL05345,AI,AP035,AP017
FL05346,AI,AP009,AP044
FL05347,AI,AP032,AP038
FL05348,AI,AP042,AP006
FL05349,AI,AP045,AP003
FL05350,AI,AP028,AP029
FL05351,AI,AP048,AP007
FL05352,AI,AP006,AP039
FL05353,AI,AP039,AP006
FL05354,AI,AP035,AP002
FL05355,AI,AP032,AP006
FL05356,AI,AP010,AP040
FL05357,AI,AP007,AP013
FL05358,AI,AP023,AP010
FL05359,AI,AP046,AP018
FL05360,AI,AP045,AP028
FL05361,AI,AP048,AP032
FL05362,AI,AP031,AP046
FL05363,AI,AP006,AP009
FL05364,AI,AP041,AP023
FL05365,AI,AP021,AP008
FL05366,AI,AP007,AP012
FL05367,AI,AP028,AP026
FL05368,AI,AP049,AP000
FL05369,AI,AP015,AP030
FL05370,AI,AP021,AP018
FL05371,AI,AP032,AP010
FL05372,AI,AP005,AP017
FL05373,AI,AP023,AP045
FL05374,AI,AP048,AP026
FL05375,AI,AP023,AP040
FL05376,AI,AP042,AP015
FL05377,AI,AP009,AP048
FL05378,AI,AP048,AP033
FL05379,AI,AP026,AP014
FL05380,AI,AP008,AP027
FL05381,AI,AP026,AP029
FL05382,AI,AP033,AP043
FL05383,AI,AP023,AP001
FL05384,AI,AP028,AP009
FL05385,AI,AP049,AP000
FL05386,AI,AP045,AP033
FL05387,AI,AP004,AP005
FL05388,AI,AP021,AP020
FL05389,AI,AP025,AP049
FL05390,AI,AP010,AP027
FL05391,AI,AP003,AP025
FL05392,AI,AP048,AP002
FL05393,AI,AP042,AP041
FL05394,AI,AP009,AP036
FL05395,AI,AP003,AP040
FL05396,AI,AP045,AP042
FL05397,AI,AP033,AP018
FL05398,AI,AP026,AP025
FL05399,AI,AP043,AP044
FL05400,AI,AP035,AP019
FL05401,AI,AP046,AP047
FL05402,AI,AP020,AP022
FL05403,AI,AP000,AP017
FL05404,AI,AP033,AP039
FL05405,AI,AP009,AP044
FL05406,AI,AP025,AP028
FL05407,AI,AP041,AP013
FL05408,AI,AP034,AP039
FL05409,AI,AP039,AP041
FL05410,AI,AP028,AP044
FL05411,AI,AP022,AP041
FL05412,AI,AP025,AP049
FL05413,AI,AP012,AP019
FL05414,AI,AP005,AP002
FL05415,AI,AP034,AP021
FL05416,AI,AP024,AP046
FL05417,AI,AP046,AP047
FL05418,AI,AP008,AP033
FL05419,AI,AP034,AP018
FL05420,AI,AP013,AP005
FL05421,AI,AP032,AP035
FL05422,AI,AP019,AP033
FL05423,AI,AP021,AP048
FL05424,AI,AP040,AP010
FL05425,AI,AP001,AP034
FL05426,AI,AP037,AP016
FL05427,AI,AP015,AP049
FL05428,AI,AP019,AP046
FL05429,AI,AP027,AP032
FL05430,AI,AP007,AP046
FL05431,AI,AP003,AP023
FL05432,AI,AP016,AP040
FL05433,AI,AP032,AP022
FL05434,AI,AP007,AP003
FL05435,AI,AP048,AP041
FL05436,AI,AP007,AP028
FL05437,AI,AP019,AP036
FL05438,AI,AP047,AP000
FL05439,AI,AP029,AP021
FL05440,AI,AP015,AP047
FL05441,AI,AP037,AP036
FL05442,AI,AP045,AP040
FL05443,AI,AP042,AP034
FL05444,AI,AP038,AP014
FL05445,AI,AP022,AP019
FL05446,AI,AP018,AP042
FL05447,AI,AP045,AP036
FL05448,AI,AP043,AP008
FL05449,AI,AP045,AP024
FL05450,AI,AP033,AP047
FL05451,AI,AP015,AP006
FL05452,AI,AP020,AP033
FL05453,AI,AP037,AP012
FL05454,AI,AP049,AP023
FL05455,AI,AP029,AP006
FL05456,AI,AP009,AP045
FL05457,AI,AP027,AP026
FL05458,AI,AP005,AP003
FL05459,AI,AP027,AP008
FL05460,AI,AP030,AP013
FL05461,AI,AP028,AP004
FL05462,AI,AP023,AP043
FL05463,AI,AP033,AP025
FL05464,AI,AP037,AP035
FL05465,AI,AP033,AP049
FL05466,AI,AP025,AP016
FL05467,AI,AP037,AP031
FL05468,AI,AP040,AP027
FL05469,AI,AP028,AP044
FL05470,AI,AP031,AP046
FL05471,AI,AP026,AP010
FL05472,AI,AP009,AP032
FL05473,AI,AP008,AP031
FL05474,AI,AP045,AP029
FL05475,AI,AP008,AP045
FL05476,AI,AP032,AP033
FL05477,AI,AP007,AP044
FL05478,AI,AP013,AP029
FL05479,AI,AP030,AP002
FL05480,AI,AP047,AP010
FL05481,AI,AP035,AP023
FL05482,AI,AP007,AP038
FL05483,AI,AP026,AP007
FL05484,AI,AP007,AP023
FL05485,AI,AP036,AP018
FL05486,AI,AP002,AP033
FL05487,AI,AP009,AP007
FL05488,AI,AP023,AP019
FL05489,AI,AP023,AP019
FL05490,AI,AP018,AP031
FL05491,AI,AP001,AP009
FL05492,AI,AP009,AP037
FL05493,AI,AP026,AP003
FL05494,AI,AP019,AP018
FL05495,AI,AP013,AP011
FL05496,AI,AP047,AP031
FL05497,AI,AP000,AP007
FL05498,AI,AP035,AP022
FL05499,AI,AP004,AP002
FL05500,AI,AP026,AP030
FL05501,AI,AP036,AP019
FL05502,AI,AP036,AP028
FL05503,AI,AP021,AP024
FL05504,AI,AP030,AP046
FL05505,AI,AP038,AP008
FL05506,AI,AP048,AP008
FL05507,AI,AP032,AP040
FL05508,AI,AP029,AP048
FL05509,AI,AP028,AP042
FL05510,AI,AP028,AP009
FL05511,AI,AP046,AP020
FL05512,AI,AP005,AP039
FL05513,AI,AP042,AP039
FL05514,AI,AP026,AP024
FL05515,AI,AP014,AP025
FL05516,AI,AP021,AP034
FL05517,AI,AP002,AP042
FL05518,AI,AP028,AP047
FL05519,AI,AP017,AP041
FL05520,AI,AP005,AP010
FL05521,AI,AP045,AP001
FL05522,AI,AP036,AP040
FL05523,AI,AP049,AP045
FL05524,AI,AP019,AP035
FL05525,AI,AP041,AP007
FL05526,AI,AP041,AP035
FL05527,AI,AP005,AP012
FL05528,AI,AP039,AP034
FL05529,AI,AP036,AP048
FL05530,AI,AP003,AP036
FL05531,AI,AP033,AP012
FL05532,AI,AP048,AP030
FL05533,AI,AP032,AP001
FL05534,AI,AP007,AP042
FL05535,AI,AP034,AP011
FL05536,AI,AP001,AP017
FL05537,AI,AP013,AP015
FL05538,AI,AP045,AP037
FL05539,AI,AP028,AP005
FL05540,AI,AP034,AP038
FL05541,AI,AP020,AP025
FL05542,AI,AP037,AP002
FL05543,AI,AP031,AP001
FL05544,AI,AP021,AP027
FL05545,AI,AP011,AP026
FL05546,AI,AP001,AP033
FL05547,AI,AP020,AP024
FL05548,AI,AP016,AP005
FL05549,AI,AP007,AP006
FL05550,AI,AP034,AP010
FL05551,AI,AP018,AP009
FL05552,AI,AP011,AP016
FL05553,AI,AP049,AP005
FL05554,AI,AP009,AP019
FL05555,AI,AP026,AP043
FL05556,AI,AP010,AP003
FL05557,AI,AP039,AP020
FL05558,AI,AP011,AP001
FL05559,AI,AP045,AP003
FL05560,AI,AP019,AP024
FL05561,AI,AP006,AP020
FL05562,AI,AP009,AP026
FL05563,AI,AP020,AP016
FL05564,AI,AP024,AP007
FL05565,AI,AP003,AP012
FL05566,AI,AP015,AP048
FL05567,AI,AP038,AP037
FL05568,AI,AP015,AP031
FL05569,AI,AP032,AP048
FL05570,AI,AP032,AP024
FL05571,AI,AP007,AP017
FL05572,AI,AP003,AP020
FL05573,AI,AP029,AP035
FL05574,AI,AP026,AP004
FL05575,AI,AP030,AP001
FL05576,AI,AP026,AP040
FL05577,AI,AP014,AP001
FL05578,AI,AP017,AP035
FL05579,AI,AP037,AP043
FL05580,AI,AP006,AP015
FL05581,AI,AP048,AP035
FL05582,AI,AP041,AP008
FL05583,AI,AP019,AP036
FL05584,AI,AP026,AP028
FL05585,AI,AP005,AP040
FL05586,AI,AP032,AP013
FL05587,AI,AP009,AP023
FL05588,AI,AP034,AP010
FL05589,AI,AP015,AP034
FL05590,AI,AP027,AP035
FL05591,AI,AP028,AP002
FL05592,AI,AP000,AP029
FL05593,AI,AP039,AP018
FL05594,AI,AP041,AP010
FL05595,AI,AP000,AP003
FL05596,AI,AP030,AP017
FL05597,AI,AP038,AP016
FL05598,AI,AP043,AP024
FL05599,AI,AP022,AP040
FL05600,AI,AP013,AP037
FL05601,AI,AP032,AP018
FL05602,AI,AP002,AP010
FL05603,AI,AP047,AP034
FL05604,AI,AP036,AP004
FL05605,AI,AP019,AP005
FL05606,AI,AP025,AP044
FL05607,AI,AP007,AP008
FL05608,AI,AP046,AP035
FL05609,AI,AP017,AP027
FL05610,AI,AP013,AP039
FL05611,AI,AP032,AP020
FL05612,AI,AP043,AP021
FL05613,AI,AP040,AP016
FL05614,AI,AP048,AP045
FL05615,AI,AP028,AP017
FL05616,AI,AP015,AP042
FL05617,AI,AP020,AP021
FL05618,AI,AP013,AP029
FL05619,AI,AP038,AP021
FL05620,AI,AP001,AP044
FL05621,AI,AP008,AP041
FL05622,AI,AP000,AP038
FL05623,AI,AP030,AP000
FL05624,AI,AP000,AP043
FL05625,AI,AP011,AP026
FL05626,AI,AP035,AP044
FL05627,AI,AP045,AP031
FL05628,AI,AP048,AP025
FL05629,AI,AP034,AP005
FL05630,AI,AP041,AP004
FL05631,AI,AP034,AP001
FL05632,AI,AP042,AP028
FL05633,AI,AP043,AP007
FL05634,AI,AP022,AP024
FL05635,AI,AP038,AP022
FL05636,AI,AP024,AP011
FL05637,AI,AP049,AP044
FL05638,AI,AP000,AP007
FL05639,AI,AP029,AP023
FL05640,AI,AP012,AP028
FL05641,AI,AP000,AP014
FL05642,AI,AP047,AP001
FL05643,AI,AP048,AP017
FL05644,AI,AP043,AP045
FL05645,AI,AP022,AP012
FL05646,AI,AP005,AP039
FL05647,AI,AP040,AP019
FL05648,AI,AP045,AP014
FL05649,AI,AP014,AP031
FL05650,AI,AP023,AP002
FL05651,AI,AP017,AP031
FL05652,AI,AP045,AP038
FL05653,AI,AP013,AP000
FL05654,AI,AP012,AP040
FL05655,AI,AP025,AP007
FL05656,AI,AP017,AP036
FL05657,AI,AP032,AP031
FL05658,AI,AP010,AP035
FL05659,AI,AP012,AP042
FL05660,AI,AP047,AP036
FL05661,AI,AP043,AP038
FL05662,AI,AP036,AP011
FL05663,AI,AP004,AP037
FL05664,AI,AP008,AP047
FL05665,AI,AP004,AP008
FL05666,AI,AP016,AP036
FL05667,AI,AP014,AP033
FL05668,AI,AP046,AP017
FL05669,AI,AP012,AP043
FL05670,AI,AP001,AP044
FL05671,AI,AP043,AP034
FL05672,AI,AP039,AP016
FL05673,AI,AP043,AP035
FL05674,AI,AP029,AP000
FL05675,AI,AP027,AP041
FL05676,AI,AP043,AP041
FL05677,AI,AP003,AP020
FL05678,AI,AP027,AP026
FL05679,AI,AP017,AP007
FL05680,AI,AP043,AP033
FL05681,AI,AP029,AP031
FL05682,AI,AP023,AP033
FL05683,AI,AP048,AP002
FL05684,AI,AP046,AP014
FL05685,AI,AP003,AP017
FL05686,AI,AP026,AP034
FL05687,AI,AP028,AP020
FL05688,AI,AP000,AP025
FL05689,AI,AP012,AP021
FL05690,AI,AP005,AP036
FL05691,AI,AP001,AP047
FL05692,AI,AP014,AP044
FL05693,AI,AP027,AP004
FL05694,AI,AP015,AP012
FL05695,AI,AP010,AP021
FL05696,AI,AP019,AP004
FL05697,AI,AP040,AP006
FL05698,AI,AP001,AP030
FL05699,AI,AP027,AP001
