passenger_id,name,passenger_type,loyalty_level
P046972,Passenger_46972,LOYALTY,4
P046973,Passenger_46973,NORMAL,0
P046974,Passenger_46974,UNACCOMPANIED_MINOR,3
P046975,Passenger_46975,VIP,5
P046976,Passenger_46976,VIP,5
P046977,Passenger_46977,UNACCOMPANIED_MINOR,5
P046978,Passenger_46978,UNACCOMPANIED_MINOR,1
P046979,Passenger_46979,VIP,1
P046980,Passenger_46980,LOYALTY,0
P046981,Passenger_46981,NORMAL,4
P046982,Passenger_46982,LOYALTY,3
P046983,Passenger_46983,LOYALTY,3
P046984,Passenger_46984,LOYALTY,0
P046985,Passenger_46985,UNACCOMPANIED_MINOR,1
P046986,Passenger_46986,NORMAL,3
P046987,Passenger_46987,VIP,3
P046988,Passenger_46988,VIP,1
P046989,Passenger_46989,VIP,2
P046990,Passenger_46990,NORMAL,1
P046991,Passenger_46991,VIP,4
P046992,Passenger_46992,LOYALTY,0
P046993,Passenger_46993,LOYALTY,1
P046994,Passenger_46994,LOYALTY,1
P046995,Passenger_46995,VIP,1
P046996,Passenger_46996,UNACCOMPANIED_MINOR,4
P046997,Passenger_46997,LOYALTY,4
P046998,Passenger_46998,VIP,5
P046999,Passenger_46999,LOYALTY,2
P047000,Passenger_47000,LOYALTY,2
P047001,Passenger_47001,VIP,2
P047002,Passenger_47002,VIP,0
P047003,Passenger_47003,LOYALTY,3
P047004,Passenger_47004,VIP,4
P047005,Passenger_47005,UNACCOMPANIED_MINOR,0
P047006,Passenger_47006,NORMAL,3
P047007,Passenger_47007,NORMAL,1
P047008,Passenger_47008,UNACCOMPANIED_MINOR,3
P047009,Passenger_47009,VIP,0
P047010,Passenger_47010,NORMAL,1
P047011,Passenger_47011,UNACCOMPANIED_MINOR,5
P047012,Passenger_47012,NORMAL,0
P047013,Passenger_47013,LOYALTY,0
P047014,Passenger_47014,VIP,2
P047015,Passenger_47015,VIP,0
P047016,Passenger_47016,VIP,2
P047017,Passenger_47017,VIP,4
P047018,Passenger_47018,NORMAL,4
P047019,Passenger_47019,VIP,3
P047020,Passenger_47020,VIP,2
P047021,Passenger_47021,NORMAL,3
P047022,Passenger_47022,UNACCOMPANIED_MINOR,4
P047023,Passenger_47023,VIP,4
P047024,Passenger_47024,VIP,3
P047025,Passenger_47025,NORMAL,4
P047026,Passenger_47026,UNACCOMPANIED_MINOR,0
P047027,Passenger_47027,UNACCOMPANIED_MINOR,2
P047028,Passenger_47028,UNACCOMPANIED_MINOR,4
P047029,Passenger_47029,LOYALTY,3
P047030,Passenger_47030,NORMAL,1
P047031,Passenger_47031,NORMAL,4
P047032,Passenger_47032,VIP,2
P047033,Passenger_47033,NORMAL,4
P047034,Passenger_47034,UNACCOMPANIED_MINOR,3
P047035,Passenger_47035,NORMAL,4
P047036,Passenger_47036,VIP,0
P047037,Passenger_47037,LOYALTY,5
P047038,Passenger_47038,UNACCOMPANIED_MINOR,5
P047039,Passenger_47039,LOYALTY,5
P047040,Passenger_47040,UNACCOMPANIED_MINOR,3
P047041,Passenger_47041,LOYALTY,5
P047042,Passenger_47042,LOYALTY,2
P047043,Passenger_47043,UNACCOMPANIED_MINOR,4
P047044,Passenger_47044,LOYALTY,5
P047045,Passenger_47045,LOYALTY,2
P047046,Passenger_47046,VIP,5
P047047,Passenger_47047,VIP,1
P047048,Passenger_47048,LOYALTY,2
P047049,Passenger_47049,UNACCOMPANIED_MINOR,2
P047050,Passenger_47050,VIP,3
P047051,Passenger_47051,VIP,5
P047052,Passenger_47052,UNACCOMPANIED_MINOR,5
P047053,Passenger_47053,VIP,4
P047054,Passenger_47054,VIP,1
P047055,Passenger_47055,UNACCOMPANIED_MINOR,4
P047056,Passenger_47056,UNACCOMPANIED_MINOR,1
P047057,Passenger_47057,LOYALTY,5
P047058,Passenger_47058,UNACCOMPANIED_MINOR,4
P047059,Passenger_47059,UNACCOMPANIED_MINOR,3
P047060,Passenger_47060,UNACCOMPANIED_MINOR,4
P047061,Passenger_47061,LOYALTY,2
P047062,Passenger_47062,VIP,1
P047063,Passenger_47063,LOYALTY,2
P047064,Passenger_47064,UNACCOMPANIED_MINOR,3
P047065,Passenger_47065,LOYALTY,2
P047066,Passenger_47066,NORMAL,0
P047067,Passenger_47067,VIP,3
P047068,Passenger_47068,VIP,2
P047069,Passenger_47069,LOYALTY,2
P047070,Passenger_47070,UNACCOMPANIED_MINOR,1
P047071,Passenger_47071,NORMAL,2
P047072,Passenger_47072,NORMAL,5
P047073,Passenger_47073,UNACCOMPANIED_MINOR,2
P047074,Passenger_47074,UNACCOMPANIED_MINOR,3
P047075,Passenger_47075,LOYALTY,5
P047076,Passenger_47076,VIP,3
P047077,Passenger_47077,UNACCOMPANIED_MINOR,4
P047078,Passenger_47078,NORMAL,3
P047079,Passenger_47079,NORMAL,1
P047080,Passenger_47080,UNACCOMPANIED_MINOR,4
P047081,Passenger_47081,UNACCOMPANIED_MINOR,2
P047082,Passenger_47082,VIP,3
P047083,Passenger_47083,LOYALTY,5
P047084,Passenger_47084,NORMAL,2
P047085,Passenger_47085,NORMAL,3
P047086,Passenger_47086,VIP,5
P047087,Passenger_47087,NORMAL,0
P047088,Passenger_47088,NORMAL,5
P047089,Passenger_47089,VIP,4
P047090,Passenger_47090,VIP,2
P047091,Passenger_47091,VIP,5
P047092,Passenger_47092,LOYALTY,0
P047093,Passenger_47093,UNACCOMPANIED_MINOR,4
P047094,Passenger_47094,LOYALTY,0
P047095,Passenger_47095,LOYALTY,0
P047096,Passenger_47096,NORMAL,5
P047097,Passenger_47097,VIP,3
P047098,Passenger_47098,VIP,3
P047099,Passenger_47099,UNACCOMPANIED_MINOR,5
P047100,Passenger_47100,UNACCOMPANIED_MINOR,2
P047101,Passenger_47101,UNACCOMPANIED_MINOR,0
P047102,Passenger_47102,UNACCOMPANIED_MINOR,4
P047103,Passenger_47103,UNACCOMPANIED_MINOR,0
P047104,Passenger_47104,UNACCOMPANIED_MINOR,0
P047105,Passenger_47105,VIP,0
P047106,Passenger_47106,NORMAL,4
P047107,Passenger_47107,NORMAL,1
P047108,Passenger_47108,LOYALTY,1
P047109,Passenger_47109,VIP,4
P047110,Passenger_47110,UNACCOMPANIED_MINOR,1
P047111,Passenger_47111,UNACCOMPANIED_MINOR,3
P047112,Passenger_47112,UNACCOMPANIED_MINOR,5
P047113,Passenger_47113,VIP,2
P047114,Passenger_47114,VIP,3
P047115,Passenger_47115,UNACCOMPANIED_MINOR,0
P047116,Passenger_47116,NORMAL,5
P047117,Passenger_47117,LOYALTY,3
P047118,Passenger_47118,LOYALTY,1
P047119,Passenger_47119,VIP,4
P047120,Passenger_47120,NORMAL,2
P047121,Passenger_47121,LOYALTY,5
P047122,Passenger_47122,VIP,0
P047123,Passenger_47123,UNACCOMPANIED_MINOR,1
P047124,Passenger_47124,VIP,5
P047125,Passenger_47125,LOYALTY,2
P047126,Passenger_47126,VIP,3
P047127,Passenger_47127,UNACCOMPANIED_MINOR,2
P047128,Passenger_47128,UNACCOMPANIED_MINOR,1
P047129,Passenger_47129,NORMAL,4
P047130,Passenger_47130,NORMAL,1
P047131,Passenger_47131,NORMAL,1
P047132,Passenger_47132,VIP,2
P047133,Passenger_47133,VIP,3
P047134,Passenger_47134,VIP,5
P047135,Passenger_47135,UNACCOMPANIED_MINOR,2
P047136,Passenger_47136,NORMAL,1
P047137,Passenger_47137,LOYALTY,5
P047138,Passenger_47138,VIP,4
P047139,Passenger_47139,NORMAL,4
P047140,Passenger_47140,LOYALTY,0
P047141,Passenger_47141,LOYALTY,4
P047142,Passenger_47142,UNACCOMPANIED_MINOR,1
P047143,Passenger_47143,VIP,2
P047144,Passenger_47144,NORMAL,0
P047145,Passenger_47145,VIP,2
P047146,Passenger_47146,LOYALTY,2
P047147,Passenger_47147,LOYALTY,3
P047148,Passenger_47148,LOYALTY,4
P047149,Passenger_47149,UNACCOMPANIED_MINOR,2
P047150,Passenger_47150,NORMAL,1
P047151,Passenger_47151,LOYALTY,2
P047152,Passenger_47152,VIP,5
P047153,Passenger_47153,UNACCOMPANIED_MINOR,2
P047154,Passenger_47154,NORMAL,3
P047155,Passenger_47155,LOYALTY,0
P047156,Passenger_47156,NORMAL,4
P047157,Passenger_47157,LOYALTY,4
P047158,Passenger_47158,UNACCOMPANIED_MINOR,4
P047159,Passenger_47159,VIP,1
P047160,Passenger_47160,LOYALTY,1
P047161,Passenger_47161,LOYALTY,2
P047162,Passenger_47162,VIP,1
P047163,Passenger_47163,LOYALTY,0
P047164,Passenger_47164,NORMAL,4
P047165,Passenger_47165,NORMAL,5
P047166,Passenger_47166,LOYALTY,5
P047167,Passenger_47167,LOYALTY,4
P047168,Passenger_47168,UNACCOMPANIED_MINOR,5
P047169,Passenger_47169,NORMAL,1
P047170,Passenger_47170,VIP,0
P047171,Passenger_47171,UNACCOMPANIED_MINOR,1
P047172,Passenger_47172,NORMAL,1
P047173,Passenger_47173,NORMAL,3
P047174,Passenger_47174,LOYALTY,0
P047175,Passenger_47175,VIP,1
P047176,Passenger_47176,NORMAL,2
P047177,Passenger_47177,VIP,0
P047178,Passenger_47178,NORMAL,2
P047179,Passenger_47179,LOYALTY,4
P047180,Passenger_47180,VIP,4
P047181,Passenger_47181,UNACCOMPANIED_MINOR,4
P047182,Passenger_47182,NORMAL,0
P047183,Passenger_47183,UNACCOMPANIED_MINOR,4
P047184,Passenger_47184,LOYALTY,1
P047185,Passenger_47185,NORMAL,2
P047186,Passenger_47186,UNACCOMPANIED_MINOR,4
P047187,Passenger_47187,VIP,1
P047188,Passenger_47188,UNACCOMPANIED_MINOR,4
P047189,Passenger_47189,NORMAL,4
P047190,Passenger_47190,NORMAL,4
P047191,Passenger_47191,VIP,5
P047192,Passenger_47192,VIP,3
P047193,Passenger_47193,LOYALTY,5
P047194,Passenger_47194,NORMAL,0
P047195,Passenger_47195,LOYALTY,2
P047196,Passenger_47196,UNACCOMPANIED_MINOR,0
P047197,Passenger_47197,LOYALTY,0
P047198,Passenger_47198,VIP,2
P047199,Passenger_47199,LOYALTY,0
P047200,Passenger_47200,VIP,2
P047201,Passenger_47201,VIP,0
P047202,Passenger_47202,VIP,5
P047203,Passenger_47203,NORMAL,1
P047204,Passenger_47204,NORMAL,2
P047205,Passenger_47205,UNACCOMPANIED_MINOR,0
P047206,Passenger_47206,NORMAL,5
P047207,Passenger_47207,LOYALTY,0
P047208,Passenger_47208,LOYALTY,2
P047209,Passenger_47209,VIP,0
P047210,Passenger_47210,NORMAL,0
P047211,Passenger_47211,LOYALTY,2
P047212,Passenger_47212,VIP,0
P047213,Passenger_47213,NORMAL,5
P047214,Passenger_47214,LOYALTY,0
P047215,Passenger_47215,LOYALTY,0
P047216,Passenger_47216,UNACCOMPANIED_MINOR,0
P047217,Passenger_47217,UNACCOMPANIED_MINOR,4
P047218,Passenger_47218,UNACCOMPANIED_MINOR,4
P047219,Passenger_47219,NORMAL,1
P047220,Passenger_47220,LOYALTY,2
P047221,Passenger_47221,VIP,1
P047222,Passenger_47222,UNACCOMPANIED_MINOR,4
P047223,Passenger_47223,LOYALTY,5
P047224,Passenger_47224,NORMAL,2
P047225,Passenger_47225,VIP,5
P047226,Passenger_47226,LOYALTY,1
P047227,Passenger_47227,UNACCOMPANIED_MINOR,3
P047228,Passenger_47228,LOYALTY,1
P047229,Passenger_47229,UNACCOMPANIED_MINOR,2
P047230,Passenger_47230,NORMAL,1
P047231,Passenger_47231,VIP,3
P047232,Passenger_47232,VIP,1
P047233,Passenger_47233,NORMAL,2
P047234,Passenger_47234,LOYALTY,2
P047235,Passenger_47235,LOYALTY,3
P047236,Passenger_47236,LOYALTY,0
P047237,Passenger_47237,VIP,4
P047238,Passenger_47238,UNACCOMPANIED_MINOR,5
P047239,Passenger_47239,NORMAL,4
P047240,Passenger_47240,NORMAL,2
P047241,Passenger_47241,VIP,1
P047242,Passenger_47242,LOYALTY,5
P047243,Passenger_47243,UNACCOMPANIED_MINOR,2
P047244,Passenger_47244,UNACCOMPANIED_MINOR,3
P047245,Passenger_47245,UNACCOMPANIED_MINOR,4
P047246,Passenger_47246,NORMAL,4
P047247,Passenger_47247,VIP,3
P047248,Passenger_47248,VIP,2
P047249,Passenger_47249,UNACCOMPANIED_MINOR,1
P047250,Passenger_47250,LOYALTY,3
P047251,Passenger_47251,UNACCOMPANIED_MINOR,1
P047252,Passenger_47252,VIP,5
P047253,Passenger_47253,UNACCOMPANIED_MINOR,1
P047254,Passenger_47254,NORMAL,4
P047255,Passenger_47255,VIP,2
P047256,Passenger_47256,VIP,0
P047257,Passenger_47257,VIP,4
P047258,Passenger_47258,LOYALTY,5
P047259,Passenger_47259,LOYALTY,3
P047260,Passenger_47260,NORMAL,3
P047261,Passenger_47261,NORMAL,0
P047262,Passenger_47262,NORMAL,1
P047263,Passenger_47263,UNACCOMPANIED_MINOR,3
P047264,Passenger_47264,LOYALTY,1
P047265,Passenger_47265,NORMAL,1
P047266,Passenger_47266,VIP,4
P047267,Passenger_47267,NORMAL,2
P047268,Passenger_47268,VIP,0
P047269,Passenger_47269,NORMAL,4
P047270,Passenger_47270,LOYALTY,4
P047271,Passenger_47271,LOYALTY,1
P047272,Passenger_47272,UNACCOMPANIED_MINOR,1
P047273,Passenger_47273,LOYALTY,4
P047274,Passenger_47274,NORMAL,5
P047275,Passenger_47275,VIP,4
P047276,Passenger_47276,VIP,2
P047277,Passenger_47277,VIP,5
P047278,Passenger_47278,NORMAL,4
P047279,Passenger_47279,UNACCOMPANIED_MINOR,0
P047280,Passenger_47280,UNACCOMPANIED_MINOR,3
P047281,Passenger_47281,LOYALTY,4
P047282,Passenger_47282,VIP,2
P047283,Passenger_47283,NORMAL,3
P047284,Passenger_47284,UNACCOMPANIED_MINOR,3
P047285,Passenger_47285,LOYALTY,5
P047286,Passenger_47286,LOYALTY,4
P047287,Passenger_47287,VIP,5
P047288,Passenger_47288,UNACCOMPANIED_MINOR,5
P047289,Passenger_47289,UNACCOMPANIED_MINOR,1
P047290,Passenger_47290,UNACCOMPANIED_MINOR,4
P047291,Passenger_47291,VIP,2
P047292,Passenger_47292,LOYALTY,1
P047293,Passenger_47293,VIP,2
P047294,Passenger_47294,UNACCOMPANIED_MINOR,1
P047295,Passenger_47295,LOYALTY,4
P047296,Passenger_47296,UNACCOMPANIED_MINOR,4
P047297,Passenger_47297,NORMAL,4
P047298,Passenger_47298,LOYALTY,2
P047299,Passenger_47299,VIP,4
P047300,Passenger_47300,NORMAL,4
P047301,Passenger_47301,UNACCOMPANIED_MINOR,4
P047302,Passenger_47302,LOYALTY,5
P047303,Passenger_47303,LOYALTY,3
P047304,Passenger_47304,VIP,2
P047305,Passenger_47305,UNACCOMPANIED_MINOR,0
P047306,Passenger_47306,VIP,1
P047307,Passenger_47307,NORMAL,2
P047308,Passenger_47308,LOYALTY,1
P047309,Passenger_47309,VIP,0
P047310,Passenger_47310,UNACCOMPANIED_MINOR,4
P047311,Passenger_47311,LOYALTY,4
P047312,Passenger_47312,LOYALTY,5
P047313,Passenger_47313,LOYALTY,4
P047314,Passenger_47314,LOYALTY,2
P047315,Passenger_47315,NORMAL,5
P047316,Passenger_47316,VIP,5
P047317,Passenger_47317,VIP,2
P047318,Passenger_47318,NORMAL,5
P047319,Passenger_47319,NORMAL,1
P047320,Passenger_47320,LOYALTY,1
P047321,Passenger_47321,NORMAL,5
P047322,Passenger_47322,LOYALTY,3
P047323,Passenger_47323,LOYALTY,5
P047324,Passenger_47324,VIP,4
P047325,Passenger_47325,UNACCOMPANIED_MINOR,4
P047326,Passenger_47326,VIP,2
P047327,Passenger_47327,UNACCOMPANIED_MINOR,0
P047328,Passenger_47328,LOYALTY,5
P047329,Passenger_47329,UNACCOMPANIED_MINOR,5
P047330,Passenger_47330,VIP,1
P047331,Passenger_47331,NORMAL,5
P047332,Passenger_47332,NORMAL,5
P047333,Passenger_47333,VIP,0
P047334,Passenger_47334,LOYALTY,5
P047335,Passenger_47335,LOYALTY,2
P047336,Passenger_47336,LOYALTY,0
P047337,Passenger_47337,VIP,1
P047338,Passenger_47338,VIP,3
P047339,Passenger_47339,NORMAL,4
P047340,Passenger_47340,VIP,4
P047341,Passenger_47341,UNACCOMPANIED_MINOR,1
P047342,Passenger_47342,VIP,2
P047343,Passenger_47343,LOYALTY,3
P047344,Passenger_47344,LOYALTY,1
P047345,Passenger_47345,NORMAL,0
P047346,Passenger_47346,UNACCOMPANIED_MINOR,5
P047347,Passenger_47347,LOYALTY,0
P047348,Passenger_47348,UNACCOMPANIED_MINOR,0
P047349,Passenger_47349,VIP,5
P047350,Passenger_47350,VIP,2
P047351,Passenger_47351,UNACCOMPANIED_MINOR,3
P047352,Passenger_47352,LOYALTY,3
P047353,Passenger_47353,VIP,5
P047354,Passenger_47354,VIP,5
P047355,Passenger_47355,UNACCOMPANIED_MINOR,3
P047356,Passenger_47356,UNACCOMPANIED_MINOR,2
P047357,Passenger_47357,UNACCOMPANIED_MINOR,2
P047358,Passenger_47358,UNACCOMPANIED_MINOR,3
P047359,Passenger_47359,LOYALTY,5
P047360,Passenger_47360,UNACCOMPANIED_MINOR,4
P047361,Passenger_47361,UNACCOMPANIED_MINOR,4
P047362,Passenger_47362,NORMAL,0
P047363,Passenger_47363,VIP,1
P047364,Passenger_47364,LOYALTY,5
P047365,Passenger_47365,UNACCOMPANIED_MINOR,2
P047366,Passenger_47366,UNACCOMPANIED_MINOR,1
P047367,Passenger_47367,UNACCOMPANIED_MINOR,4
P047368,Passenger_47368,NORMAL,2
P047369,Passenger_47369,NORMAL,1
P047370,Passenger_47370,NORMAL,1
P047371,Passenger_47371,NORMAL,5
P047372,Passenger_47372,UNACCOMPANIED_MINOR,3
P047373,Passenger_47373,VIP,2
P047374,Passenger_47374,VIP,3
P047375,Passenger_47375,VIP,5
P047376,Passenger_47376,UNACCOMPANIED_MINOR,4
P047377,Passenger_47377,NORMAL,1
P047378,Passenger_47378,UNACCOMPANIED_MINOR,1
P047379,Passenger_47379,UNACCOMPANIED_MINOR,2
P047380,Passenger_47380,UNACCOMPANIED_MINOR,2
P047381,Passenger_47381,UNACCOMPANIED_MINOR,0
P047382,Passenger_47382,VIP,5
P047383,Passenger_47383,NORMAL,2
P047384,Passenger_47384,UNACCOMPANIED_MINOR,5
P047385,Passenger_47385,UNACCOMPANIED_MINOR,0
P047386,Passenger_47386,VIP,2
P047387,Passenger_47387,VIP,0
P047388,Passenger_47388,VIP,4
P047389,Passenger_47389,NORMAL,2
P047390,Passenger_47390,VIP,4
P047391,Passenger_47391,UNACCOMPANIED_MINOR,0
P047392,Passenger_47392,NORMAL,1
P047393,Passenger_47393,UNACCOMPANIED_MINOR,4
P047394,Passenger_47394,UNACCOMPANIED_MINOR,3
P047395,Passenger_47395,UNACCOMPANIED_MINOR,4
P047396,Passenger_47396,LOYALTY,3
P047397,Passenger_47397,VIP,5
P047398,Passenger_47398,VIP,1
P047399,Passenger_47399,LOYALTY,5
P047400,Passenger_47400,LOYALTY,4
P047401,Passenger_47401,UNACCOMPANIED_MINOR,0
P047402,Passenger_47402,LOYALTY,3
P047403,Passenger_47403,NORMAL,1
P047404,Passenger_47404,VIP,1
P047405,Passenger_47405,UNACCOMPANIED_MINOR,1
P047406,Passenger_47406,VIP,3
P047407,Passenger_47407,VIP,4
P047408,Passenger_47408,LOYALTY,5
P047409,Passenger_47409,NORMAL,3
P047410,Passenger_47410,LOYALTY,3
P047411,Passenger_47411,NORMAL,3
P047412,Passenger_47412,VIP,4
P047413,Passenger_47413,VIP,4
P047414,Passenger_47414,LOYALTY,5
P047415,Passenger_47415,VIP,5
P047416,Passenger_47416,NORMAL,0
P047417,Passenger_47417,VIP,2
P047418,Passenger_47418,LOYALTY,2
P047419,Passenger_47419,NORMAL,3
P047420,Passenger_47420,LOYALTY,5
P047421,Passenger_47421,NORMAL,0
P047422,Passenger_47422,UNACCOMPANIED_MINOR,3
P047423,Passenger_47423,UNACCOMPANIED_MINOR,2
P047424,Passenger_47424,VIP,2
P047425,Passenger_47425,NORMAL,2
P047426,Passenger_47426,LOYALTY,1
P047427,Passenger_47427,NORMAL,2
P047428,Passenger_47428,UNACCOMPANIED_MINOR,2
P047429,Passenger_47429,VIP,2
P047430,Passenger_47430,LOYALTY,0
P047431,Passenger_47431,LOYALTY,4
P047432,Passenger_47432,NORMAL,0
P047433,Passenger_47433,VIP,0
P047434,Passenger_47434,LOYALTY,2
P047435,Passenger_47435,VIP,4
P047436,Passenger_47436,LOYALTY,4
P047437,Passenger_47437,VIP,1
P047438,Passenger_47438,VIP,3
P047439,Passenger_47439,LOYALTY,2
P047440,Passenger_47440,LOYALTY,3
P047441,Passenger_47441,NORMAL,0
P047442,Passenger_47442,NORMAL,3
P047443,Passenger_47443,NORMAL,1
P047444,Passenger_47444,VIP,4
P047445,Passenger_47445,VIP,4
P047446,Passenger_47446,UNACCOMPANIED_MINOR,5
P047447,Passenger_47447,UNACCOMPANIED_MINOR,0
P047448,Passenger_47448,VIP,0
P047449,Passenger_47449,UNACCOMPANIED_MINOR,2
P047450,Passenger_47450,VIP,5
P047451,Passenger_47451,NORMAL,2
P047452,Passenger_47452,VIP,1
P047453,Passenger_47453,VIP,4
P047454,Passenger_47454,VIP,0
P047455,Passenger_47455,NORMAL,5
P047456,Passenger_47456,LOYALTY,2
P047457,Passenger_47457,VIP,4
P047458,Passenger_47458,UNACCOMPANIED_MINOR,1
P047459,Passenger_47459,VIP,2
P047460,Passenger_47460,LOYALTY,4
P047461,Passenger_47461,LOYALTY,3
P047462,Passenger_47462,LOYALTY,3
P047463,Passenger_47463,NORMAL,3
P047464,Passenger_47464,VIP,4
P047465,Passenger_47465,UNACCOMPANIED_MINOR,4
P047466,Passenger_47466,VIP,4
P047467,Passenger_47467,UNACCOMPANIED_MINOR,5
P047468,Passenger_47468,LOYALTY,5
P047469,Passenger_47469,NORMAL,3
P047470,Passenger_47470,UNACCOMPANIED_MINOR,3
P047471,Passenger_47471,UNACCOMPANIED_MINOR,1
P047472,Passenger_47472,UNACCOMPANIED_MINOR,0
P047473,Passenger_47473,LOYALTY,1
P047474,Passenger_47474,UNACCOMPANIED_MINOR,5
P047475,Passenger_47475,NORMAL,3
P047476,Passenger_47476,UNACCOMPANIED_MINOR,1
P047477,Passenger_47477,LOYALTY,1
P047478,Passenger_47478,NORMAL,2
P047479,Passenger_47479,VIP,0
P047480,Passenger_47480,LOYALTY,1
P047481,Passenger_47481,VIP,2
P047482,Passenger_47482,LOYALTY,3
P047483,Passenger_47483,LOYALTY,0
P047484,Passenger_47484,NORMAL,4
P047485,Passenger_47485,LOYALTY,4
P047486,Passenger_47486,LOYALTY,4
P047487,Passenger_47487,VIP,4
P047488,Passenger_47488,NORMAL,5
P047489,Passenger_47489,LOYALTY,0
P047490,Passenger_47490,UNACCOMPANIED_MINOR,2
P047491,Passenger_47491,NORMAL,5
P047492,Passenger_47492,VIP,0
P047493,Passenger_47493,UNACCOMPANIED_MINOR,1
P047494,Passenger_47494,NORMAL,0
P047495,Passenger_47495,UNACCOMPANIED_MINOR,1
P047496,Passenger_47496,NORMAL,5
P047497,Passenger_47497,VIP,3
P047498,Passenger_47498,NORMAL,2
P047499,Passenger_47499,LOYALTY,5
P047500,Passenger_47500,UNACCOMPANIED_MINOR,3
P047501,Passenger_47501,NORMAL,5
P047502,Passenger_47502,NORMAL,5
P047503,Passenger_47503,NORMAL,0
P047504,Passenger_47504,LOYALTY,1
P047505,Passenger_47505,UNACCOMPANIED_MINOR,1
P047506,Passenger_47506,VIP,3
P047507,Passenger_47507,NORMAL,1
P047508,Passenger_47508,NORMAL,0
P047509,Passenger_47509,LOYALTY,4
P047510,Passenger_47510,NORMAL,1
P047511,Passenger_47511,VIP,3
P047512,Passenger_47512,LOYALTY,4
P047513,Passenger_47513,VIP,4
P047514,Passenger_47514,UNACCOMPANIED_MINOR,5
P047515,Passenger_47515,LOYALTY,3
P047516,Passenger_47516,LOYALTY,1
P047517,Passenger_47517,UNACCOMPANIED_MINOR,4
P047518,Passenger_47518,NORMAL,5
P047519,Passenger_47519,NORMAL,5
P047520,Passenger_47520,UNACCOMPANIED_MINOR,0
P047521,Passenger_47521,NORMAL,3
P047522,Passenger_47522,LOYALTY,5
P047523,Passenger_47523,NORMAL,0
P047524,Passenger_47524,NORMAL,2
P047525,Passenger_47525,UNACCOMPANIED_MINOR,3
P047526,Passenger_47526,VIP,5
P047527,Passenger_47527,LOYALTY,0
P047528,Passenger_47528,VIP,2
P047529,Passenger_47529,NORMAL,5
P047530,Passenger_47530,NORMAL,2
P047531,Passenger_47531,UNACCOMPANIED_MINOR,1
P047532,Passenger_47532,UNACCOMPANIED_MINOR,2
P047533,Passenger_47533,NORMAL,0
P047534,Passenger_47534,NORMAL,3
P047535,Passenger_47535,UNACCOMPANIED_MINOR,5
P047536,Passenger_47536,UNACCOMPANIED_MINOR,0
P047537,Passenger_47537,VIP,0
P047538,Passenger_47538,LOYALTY,3
P047539,Passenger_47539,VIP,0
P047540,Passenger_47540,UNACCOMPANIED_MINOR,1
P047541,Passenger_47541,VIP,3
P047542,Passenger_47542,NORMAL,1
P047543,Passenger_47543,UNACCOMPANIED_MINOR,5
P047544,Passenger_47544,UNACCOMPANIED_MINOR,4
P047545,Passenger_47545,NORMAL,0
P047546,Passenger_47546,LOYALTY,0
P047547,Passenger_47547,VIP,4
P047548,Passenger_47548,VIP,4
P047549,Passenger_47549,UNACCOMPANIED_MINOR,4
P047550,Passenger_47550,UNACCOMPANIED_MINOR,2
P047551,Passenger_47551,UNACCOMPANIED_MINOR,3
P047552,Passenger_47552,NORMAL,0
P047553,Passenger_47553,VIP,1
P047554,Passenger_47554,LOYALTY,2
P047555,Passenger_47555,LOYALTY,3
P047556,Passenger_47556,LOYALTY,0
P047557,Passenger_47557,VIP,1
P047558,Passenger_47558,LOYALTY,0
P047559,Passenger_47559,UNACCOMPANIED_MINOR,5
P047560,Passenger_47560,LOYALTY,0
P047561,Passenger_47561,VIP,2
P047562,Passenger_47562,UNACCOMPANIED_MINOR,3
P047563,Passenger_47563,LOYALTY,0
P047564,Passenger_47564,LOYALTY,1
P047565,Passenger_47565,LOYALTY,1
P047566,Passenger_47566,UNACCOMPANIED_MINOR,1
P047567,Passenger_47567,NORMAL,4
P047568,Passenger_47568,UNACCOMPANIED_MINOR,2
P047569,Passenger_47569,UNACCOMPANIED_MINOR,1
P047570,Passenger_47570,LOYALTY,1
P047571,Passenger_47571,LOYALTY,2
P047572,Passenger_47572,NORMAL,0
P047573,Passenger_47573,VIP,3
P047574,Passenger_47574,LOYALTY,2
P047575,Passenger_47575,VIP,3
P047576,Passenger_47576,VIP,4
P047577,Passenger_47577,UNACCOMPANIED_MINOR,4
P047578,Passenger_47578,UNACCOMPANIED_MINOR,0
P047579,Passenger_47579,VIP,0
P047580,Passenger_47580,LOYALTY,5
P047581,Passenger_47581,NORMAL,4
P047582,Passenger_47582,VIP,3
P047583,Passenger_47583,LOYALTY,4
P047584,Passenger_47584,LOYALTY,5
P047585,Passenger_47585,VIP,5
P047586,Passenger_47586,VIP,4
P047587,Passenger_47587,LOYALTY,3
P047588,Passenger_47588,VIP,5
P047589,Passenger_47589,NORMAL,4
P047590,Passenger_47590,VIP,3
P047591,Passenger_47591,UNACCOMPANIED_MINOR,3
P047592,Passenger_47592,UNACCOMPANIED_MINOR,5
P047593,Passenger_47593,UNACCOMPANIED_MINOR,2
P047594,Passenger_47594,VIP,0
P047595,Passenger_47595,UNACCOMPANIED_MINOR,1
P047596,Passenger_47596,VIP,4
P047597,Passenger_47597,UNACCOMPANIED_MINOR,5
P047598,Passenger_47598,NORMAL,2
P047599,Passenger_47599,UNACCOMPANIED_MINOR,2
