pnr_id,passenger_id,flight_id,seat_class
PNR056815,P056815,FL02050,ECONOMY
PNR056816,P056816,FL07742,FIRST
PNR056817,P056817,FL04725,BUSINESS
PNR056818,P056818,FL05630,FIRST
PNR056819,P056819,FL04834,FIRST
PNR056820,P056820,FL04970,ECONOMY
PNR056821,P056821,FL07951,FIRST
PNR056822,P056822,FL02089,FIRST
PNR056823,P056823,FL05759,ECONOMY
PNR056824,P056824,FL01266,ECONOMY
PNR056825,P056825,FL03350,BUSINESS
PNR056826,P056826,FL02261,ECONOMY
PNR056827,P056827,FL00978,FIRST
PNR056828,P056828,FL06559,ECONOMY
PNR056829,P056829,FL03093,ECONOMY
PNR056830,P056830,FL01958,ECONOMY
PNR056831,P056831,FL09013,BUSINESS
PNR056832,P056832,FL04929,BUSINESS
PNR056833,P056833,FL06372,FIRST
PNR056834,P056834,FL03329,ECONOMY
PNR056835,P056835,FL03591,BUSINESS
PNR056836,P056836,FL06476,FIRST
PNR056837,P056837,FL04835,FIRST
PNR056838,P056838,FL04646,ECONOMY
PNR056839,P056839,FL02718,BUSINESS
PNR056840,P056840,FL05095,FIRST
PNR056841,P056841,FL02176,BUSINESS
PNR056842,P056842,FL03225,FIRST
PNR056843,P056843,FL03280,BUSINESS
PNR056844,P056844,FL01653,BUSINESS
PNR056845,P056845,FL08106,ECONOMY
PNR056846,P056846,FL02112,ECONOMY
PNR056847,P056847,FL07382,BUSINESS
PNR056848,P056848,FL07757,FIRST
PNR056849,P056849,FL07349,BUSINESS
PNR056850,P056850,FL06513,FIRST
PNR056851,P056851,FL07785,ECONOMY
PNR056852,P056852,FL02097,ECONOMY
PNR056853,P056853,FL03293,ECONOMY
PNR056854,P056854,FL00518,BUSINESS
PNR056855,P056855,FL08878,FIRST
PNR056856,P056856,FL03549,FIRST
PNR056857,P056857,FL08829,BUSINESS
PNR056858,P056858,FL04882,BUSINESS
PNR056859,P056859,FL01877,ECONOMY
PNR056860,P056860,FL07194,BUSINESS
PNR056861,P056861,FL09988,FIRST
PNR056862,P056862,FL00914,FIRST
PNR056863,P056863,FL03077,BUSINESS
PNR056864,P056864,FL05411,ECONOMY
PNR056865,P056865,FL06216,ECONOMY
PNR056866,P056866,FL01266,BUSINESS
PNR056867,P056867,FL00406,FIRST
PNR056868,P056868,FL01619,BUSINESS
PNR056869,P056869,FL01586,FIRST
PNR056870,P056870,FL01348,BUSINESS
PNR056871,P056871,FL09400,ECONOMY
PNR056872,P056872,FL00342,FIRST
PNR056873,P056873,FL09187,ECONOMY
PNR056874,P056874,FL03140,BUSINESS
PNR056875,P056875,FL08028,FIRST
PNR056876,P056876,FL08588,BUSINESS
PNR056877,P056877,FL05100,BUSINESS
PNR056878,P056878,FL01153,BUSINESS
PNR056879,P056879,FL07330,ECONOMY
PNR056880,P056880,FL06974,ECONOMY
PNR056881,P056881,FL07181,BUSINESS
PNR056882,P056882,FL05129,BUSINESS
PNR056883,P056883,FL00238,ECONOMY
PNR056884,P056884,FL05375,BUSINESS
PNR056885,P056885,FL06691,BUSINESS
PNR056886,P056886,FL04923,ECONOMY
PNR056887,P056887,FL02089,ECONOMY
PNR056888,P056888,FL02248,BUSINESS
PNR056889,P056889,FL06327,BUSINESS
PNR056890,P056890,FL00315,FIRST
PNR056891,P056891,FL08830,FIRST
PNR056892,P056892,FL02726,FIRST
PNR056893,P056893,FL08710,ECONOMY
PNR056894,P056894,FL06235,ECONOMY
PNR056895,P056895,FL09241,BUSINESS
PNR056896,P056896,FL04677,FIRST
PNR056897,P056897,FL02958,ECONOMY
PNR056898,P056898,FL00575,FIRST
PNR056899,P056899,FL06068,ECONOMY
PNR056900,P056900,FL01824,BUSINESS
PNR056901,P056901,FL05402,FIRST
PNR056902,P056902,FL06931,BUSINESS
PNR056903,P056903,FL03974,BUSINESS
PNR056904,P056904,FL01479,ECONOMY
PNR056905,P056905,FL07300,FIRST
PNR056906,P056906,FL06513,BUSINESS
PNR056907,P056907,FL05374,FIRST
PNR056908,P056908,FL04683,BUSINESS
PNR056909,P056909,FL07661,ECONOMY
PNR056910,P056910,FL02675,BUSINESS
PNR056911,P056911,FL05749,FIRST
PNR056912,P056912,FL09121,FIRST
PNR056913,P056913,FL06847,BUSINESS
PNR056914,P056914,FL04262,BUSINESS
PNR056915,P056915,FL05550,BUSINESS
PNR056916,P056916,FL02731,FIRST
PNR056917,P056917,FL05520,FIRST
PNR056918,P056918,FL06530,BUSINESS
PNR056919,P056919,FL02750,BUSINESS
PNR056920,P056920,FL05058,ECONOMY
PNR056921,P056921,FL04409,ECONOMY
PNR056922,P056922,FL03646,BUSINESS
PNR056923,P056923,FL04974,FIRST
PNR056924,P056924,FL05127,FIRST
PNR056925,P056925,FL07203,FIRST
PNR056926,P056926,FL06063,FIRST
PNR056927,P056927,FL00294,ECONOMY
PNR056928,P056928,FL03788,FIRST
PNR056929,P056929,FL06492,BUSINESS
PNR056930,P056930,FL07240,BUSINESS
PNR056931,P056931,FL03445,FIRST
PNR056932,P056932,FL00029,BUSINESS
PNR056933,P056933,FL00115,FIRST
PNR056934,P056934,FL02102,BUSINESS
PNR056935,P056935,FL07227,ECONOMY
PNR056936,P056936,FL01702,BUSINESS
PNR056937,P056937,FL02308,BUSINESS
PNR056938,P056938,FL05012,BUSINESS
PNR056939,P056939,FL02669,ECONOMY
PNR056940,P056940,FL02389,BUSINESS
PNR056941,P056941,FL06438,ECONOMY
PNR056942,P056942,FL00753,ECONOMY
PNR056943,P056943,FL01441,FIRST
PNR056944,P056944,FL07161,FIRST
PNR056945,P056945,FL07934,FIRST
PNR056946,P056946,FL00487,BUSINESS
PNR056947,P056947,FL07225,FIRST
PNR056948,P056948,FL05244,BUSINESS
PNR056949,P056949,FL07013,FIRST
PNR056950,P056950,FL02513,ECONOMY
PNR056951,P056951,FL06135,BUSINESS
PNR056952,P056952,FL01408,BUSINESS
PNR056953,P056953,FL08225,FIRST
PNR056954,P056954,FL06455,FIRST
PNR056955,P056955,FL03648,FIRST
PNR056956,P056956,FL09544,FIRST
PNR056957,P056957,FL01099,BUSINESS
PNR056958,P056958,FL04071,BUSINESS
PNR056959,P056959,FL07580,BUSINESS
PNR056960,P056960,FL03213,ECONOMY
PNR056961,P056961,FL06030,FIRST
PNR056962,P056962,FL02677,ECONOMY
PNR056963,P056963,FL01652,ECONOMY
PNR056964,P056964,FL05724,FIRST
PNR056965,P056965,FL02694,FIRST
PNR056966,P056966,FL07832,ECONOMY
PNR056967,P056967,FL09352,FIRST
PNR056968,P056968,FL03224,BUSINESS
PNR056969,P056969,FL09849,ECONOMY
PNR056970,P056970,FL05416,ECONOMY
PNR056971,P056971,FL04101,ECONOMY
PNR056972,P056972,FL00903,FIRST
PNR056973,P056973,FL06197,ECONOMY
PNR056974,P056974,FL09635,BUSINESS
PNR056975,P056975,FL08936,BUSINESS
PNR056976,P056976,FL00227,ECONOMY
PNR056977,P056977,FL07416,BUSINESS
PNR056978,P056978,FL03924,FIRST
PNR056979,P056979,FL09541,BUSINESS
PNR056980,P056980,FL07442,FIRST
PNR056981,P056981,FL00864,BUSINESS
PNR056982,P056982,FL03766,ECONOMY
PNR056983,P056983,FL02900,FIRST
PNR056984,P056984,FL05297,BUSINESS
PNR056985,P056985,FL01298,FIRST
PNR056986,P056986,FL00370,FIRST
PNR056987,P056987,FL00762,ECONOMY
PNR056988,P056988,FL00075,BUSINESS
PNR056989,P056989,FL07058,BUSINESS
PNR056990,P056990,FL05067,FIRST
PNR056991,P056991,FL01839,BUSINESS
PNR056992,P056992,FL05195,FIRST
PNR056993,P056993,FL01077,ECONOMY
PNR056994,P056994,FL03756,BUSINESS
PNR056995,P056995,FL03840,ECONOMY
PNR056996,P056996,FL04413,ECONOMY
PNR056997,P056997,FL01714,FIRST
PNR056998,P056998,FL09186,BUSINESS
PNR056999,P056999,FL00010,FIRST
PNR057000,P057000,FL06767,BUSINESS
PNR057001,P057001,FL05418,FIRST
PNR057002,P057002,FL01255,FIRST
PNR057003,P057003,FL00469,FIRST
PNR057004,P057004,FL06504,FIRST
PNR057005,P057005,FL08548,FIRST
PNR057006,P057006,FL05756,ECONOMY
PNR057007,P057007,FL06541,ECONOMY
PNR057008,P057008,FL03411,BUSINESS
PNR057009,P057009,FL03984,BUSINESS
PNR057010,P057010,FL09962,BUSINESS
PNR057011,P057011,FL07747,FIRST
PNR057012,P057012,FL09925,ECONOMY
PNR057013,P057013,FL02443,ECONOMY
PNR057014,P057014,FL08878,ECONOMY
PNR057015,P057015,FL01381,ECONOMY
PNR057016,P057016,FL07085,BUSINESS
PNR057017,P057017,FL09232,FIRST
PNR057018,P057018,FL06554,BUSINESS
PNR057019,P057019,FL01732,BUSINESS
PNR057020,P057020,FL00612,ECONOMY
PNR057021,P057021,FL01043,BUSINESS
PNR057022,P057022,FL03269,BUSINESS
PNR057023,P057023,FL02507,ECONOMY
PNR057024,P057024,FL04236,BUSINESS
PNR057025,P057025,FL08429,FIRST
PNR057026,P057026,FL05683,BUSINESS
PNR057027,P057027,FL02581,FIRST
PNR057028,P057028,FL05741,FIRST
PNR057029,P057029,FL07814,FIRST
PNR057030,P057030,FL00437,ECONOMY
PNR057031,P057031,FL03015,ECONOMY
PNR057032,P057032,FL05112,ECONOMY
PNR057033,P057033,FL01103,BUSINESS
PNR057034,P057034,FL07578,FIRST
PNR057035,P057035,FL08249,ECONOMY
PNR057036,P057036,FL00485,BUSINESS
PNR057037,P057037,FL03438,FIRST
PNR057038,P057038,FL02906,BUSINESS
PNR057039,P057039,FL00849,FIRST
PNR057040,P057040,FL05494,ECONOMY
PNR057041,P057041,FL01137,ECONOMY
PNR057042,P057042,FL00781,BUSINESS
PNR057043,P057043,FL03911,BUSINESS
PNR057044,P057044,FL03281,ECONOMY
PNR057045,P057045,FL02152,BUSINESS
PNR057046,P057046,FL03427,BUSINESS
PNR057047,P057047,FL09298,ECONOMY
PNR057048,P057048,FL06032,BUSINESS
PNR057049,P057049,FL02540,FIRST
PNR057050,P057050,FL04847,FIRST
PNR057051,P057051,FL07459,FIRST
PNR057052,P057052,FL04981,BUSINESS
PNR057053,P057053,FL01714,FIRST
PNR057054,P057054,FL03670,FIRST
PNR057055,P057055,FL03422,ECONOMY
PNR057056,P057056,FL00670,ECONOMY
PNR057057,P057057,FL00555,ECONOMY
PNR057058,P057058,FL09166,FIRST
PNR057059,P057059,FL04034,ECONOMY
PNR057060,P057060,FL01187,ECONOMY
PNR057061,P057061,FL00498,BUSINESS
PNR057062,P057062,FL01433,ECONOMY
PNR057063,P057063,FL01098,ECONOMY
PNR057064,P057064,FL09600,ECONOMY
PNR057065,P057065,FL02472,FIRST
PNR057066,P057066,FL08009,ECONOMY
PNR057067,P057067,FL00297,ECONOMY
PNR057068,P057068,FL01171,BUSINESS
PNR057069,P057069,FL01557,FIRST
PNR057070,P057070,FL02317,BUSINESS
PNR057071,P057071,FL01182,BUSINESS
PNR057072,P057072,FL07081,ECONOMY
PNR057073,P057073,FL04251,BUSINESS
PNR057074,P057074,FL01516,ECONOMY
PNR057075,P057075,FL01384,BUSINESS
PNR057076,P057076,FL08792,BUSINESS
PNR057077,P057077,FL08303,ECONOMY
PNR057078,P057078,FL01997,BUSINESS
PNR057079,P057079,FL09063,FIRST
PNR057080,P057080,FL00512,ECONOMY
PNR057081,P057081,FL09951,ECONOMY
PNR057082,P057082,FL05156,BUSINESS
PNR057083,P057083,FL07135,FIRST
PNR057084,P057084,FL03857,BUSINESS
PNR057085,P057085,FL02942,FIRST
PNR057086,P057086,FL06305,ECONOMY
PNR057087,P057087,FL07732,BUSINESS
PNR057088,P057088,FL08378,BUSINESS
PNR057089,P057089,FL05596,ECONOMY
PNR057090,P057090,FL02209,FIRST
PNR057091,P057091,FL04956,FIRST
PNR057092,P057092,FL06006,BUSINESS
PNR057093,P057093,FL05930,ECONOMY
PNR057094,P057094,FL02588,ECONOMY
PNR057095,P057095,FL05074,ECONOMY
PNR057096,P057096,FL03070,FIRST
PNR057097,P057097,FL04855,ECONOMY
PNR057098,P057098,FL09837,ECONOMY
PNR057099,P057099,FL03288,ECONOMY
PNR057100,P057100,FL06582,ECONOMY
PNR057101,P057101,FL05655,BUSINESS
PNR057102,P057102,FL09119,FIRST
PNR057103,P057103,FL08338,BUSINESS
PNR057104,P057104,FL04585,BUSINESS
PNR057105,P057105,FL01088,FIRST
PNR057106,P057106,FL06174,FIRST
PNR057107,P057107,FL06426,BUSINESS
PNR057108,P057108,FL09816,FIRST
PNR057109,P057109,FL03750,ECONOMY
PNR057110,P057110,FL06164,ECONOMY
PNR057111,P057111,FL05865,FIRST
PNR057112,P057112,FL00515,ECONOMY
PNR057113,P057113,FL03691,FIRST
PNR057114,P057114,FL02102,BUSINESS
PNR057115,P057115,FL08585,ECONOMY
PNR057116,P057116,FL05349,ECONOMY
PNR057117,P057117,FL06006,BUSINESS
PNR057118,P057118,FL07838,FIRST
PNR057119,P057119,FL09944,ECONOMY
PNR057120,P057120,FL03957,BUSINESS
PNR057121,P057121,FL06945,ECONOMY
PNR057122,P057122,FL01389,ECONOMY
PNR057123,P057123,FL07904,FIRST
PNR057124,P057124,FL07640,BUSINESS
PNR057125,P057125,FL09408,FIRST
PNR057126,P057126,FL08658,FIRST
PNR057127,P057127,FL05953,ECONOMY
PNR057128,P057128,FL03378,BUSINESS
PNR057129,P057129,FL05162,BUSINESS
PNR057130,P057130,FL06633,FIRST
PNR057131,P057131,FL06088,FIRST
PNR057132,P057132,FL08409,BUSINESS
PNR057133,P057133,FL01147,ECONOMY
PNR057134,P057134,FL06526,BUSINESS
PNR057135,P057135,FL01766,BUSINESS
PNR057136,P057136,FL06066,ECONOMY
PNR057137,P057137,FL09051,FIRST
PNR057138,P057138,FL03373,FIRST
PNR057139,P057139,FL04726,FIRST
PNR057140,P057140,FL05268,BUSINESS
PNR057141,P057141,FL07954,BUSINESS
PNR057142,P057142,FL09122,BUSINESS
PNR057143,P057143,FL08264,ECONOMY
PNR057144,P057144,FL03121,FIRST
PNR057145,P057145,FL09000,BUSINESS
PNR057146,P057146,FL04557,FIRST
PNR057147,P057147,FL05853,FIRST
PNR057148,P057148,FL04869,BUSINESS
PNR057149,P057149,FL08220,BUSINESS
PNR057150,P057150,FL05393,BUSINESS
PNR057151,P057151,FL05639,ECONOMY
PNR057152,P057152,FL04218,BUSINESS
PNR057153,P057153,FL09658,ECONOMY
PNR057154,P057154,FL08843,ECONOMY
PNR057155,P057155,FL04859,FIRST
PNR057156,P057156,FL01834,BUSINESS
PNR057157,P057157,FL07634,BUSINESS
PNR057158,P057158,FL04495,BUSINESS
PNR057159,P057159,FL00547,BUSINESS
PNR057160,P057160,FL04639,BUSINESS
PNR057161,P057161,FL05586,ECONOMY
PNR057162,P057162,FL01973,ECONOMY
PNR057163,P057163,FL02533,BUSINESS
PNR057164,P057164,FL08662,BUSINESS
PNR057165,P057165,FL03327,ECONOMY
PNR057166,P057166,FL04516,FIRST
PNR057167,P057167,FL07484,FIRST
PNR057168,P057168,FL05971,BUSINESS
PNR057169,P057169,FL05157,ECONOMY
PNR057170,P057170,FL05851,BUSINESS
PNR057171,P057171,FL04619,ECONOMY
PNR057172,P057172,FL08115,BUSINESS
PNR057173,P057173,FL04373,ECONOMY
PNR057174,P057174,FL05957,ECONOMY
PNR057175,P057175,FL00421,FIRST
PNR057176,P057176,FL09241,FIRST
PNR057177,P057177,FL05223,BUSINESS
PNR057178,P057178,FL09506,ECONOMY
PNR057179,P057179,FL01226,ECONOMY
PNR057180,P057180,FL08396,FIRST
PNR057181,P057181,FL08541,FIRST
PNR057182,P057182,FL02984,BUSINESS
PNR057183,P057183,FL09145,ECONOMY
PNR057184,P057184,FL08679,ECONOMY
PNR057185,P057185,FL09405,ECONOMY
PNR057186,P057186,FL09405,ECONOMY
PNR057187,P057187,FL02224,BUSINESS
PNR057188,P057188,FL05683,ECONOMY
PNR057189,P057189,FL04488,ECONOMY
PNR057190,P057190,FL01491,FIRST
PNR057191,P057191,FL05312,ECONOMY
PNR057192,P057192,FL00547,FIRST
PNR057193,P057193,FL05410,BUSINESS
PNR057194,P057194,FL09274,ECONOMY
PNR057195,P057195,FL08211,FIRST
PNR057196,P057196,FL01797,ECONOMY
PNR057197,P057197,FL01125,ECONOMY
PNR057198,P057198,FL04767,FIRST
PNR057199,P057199,FL07750,FIRST
PNR057200,P057200,FL09052,FIRST
PNR057201,P057201,FL09595,BUSINESS
PNR057202,P057202,FL05273,FIRST
PNR057203,P057203,FL02494,FIRST
PNR057204,P057204,FL09127,BUSINESS
PNR057205,P057205,FL09972,BUSINESS
PNR057206,P057206,FL06192,ECONOMY
PNR057207,P057207,FL08072,BUSINESS
PNR057208,P057208,FL01048,FIRST
PNR057209,P057209,FL07263,FIRST
PNR057210,P057210,FL06818,FIRST
PNR057211,P057211,FL03043,ECONOMY
PNR057212,P057212,FL02190,FIRST
PNR057213,P057213,FL06619,BUSINESS
PNR057214,P057214,FL07935,FIRST
PNR057215,P057215,FL03681,FIRST
PNR057216,P057216,FL08829,FIRST
PNR057217,P057217,FL08392,BUSINESS
PNR057218,P057218,FL03369,FIRST
PNR057219,P057219,FL00195,ECONOMY
PNR057220,P057220,FL03598,BUSINESS
PNR057221,P057221,FL07244,ECONOMY
PNR057222,P057222,FL08691,ECONOMY
PNR057223,P057223,FL01722,FIRST
PNR057224,P057224,FL05264,FIRST
PNR057225,P057225,FL07837,BUSINESS
PNR057226,P057226,FL03529,BUSINESS
PNR057227,P057227,FL06754,ECONOMY
PNR057228,P057228,FL09337,BUSINESS
PNR057229,P057229,FL07297,FIRST
PNR057230,P057230,FL06353,ECONOMY
PNR057231,P057231,FL09589,FIRST
PNR057232,P057232,FL04674,BUSINESS
PNR057233,P057233,FL03990,BUSINESS
PNR057234,P057234,FL01384,ECONOMY
PNR057235,P057235,FL03356,FIRST
PNR057236,P057236,FL05528,BUSINESS
PNR057237,P057237,FL07328,FIRST
PNR057238,P057238,FL01534,BUSINESS
PNR057239,P057239,FL04263,ECONOMY
PNR057240,P057240,FL09134,FIRST
PNR057241,P057241,FL03918,ECONOMY
PNR057242,P057242,FL03378,ECONOMY
PNR057243,P057243,FL04043,FIRST
PNR057244,P057244,FL06363,BUSINESS
PNR057245,P057245,FL06541,BUSINESS
PNR057246,P057246,FL03150,BUSINESS
PNR057247,P057247,FL04919,FIRST
PNR057248,P057248,FL04034,FIRST
PNR057249,P057249,FL06246,FIRST
PNR057250,P057250,FL09440,ECONOMY
PNR057251,P057251,FL06111,FIRST
PNR057252,P057252,FL00374,ECONOMY
PNR057253,P057253,FL03971,ECONOMY
PNR057254,P057254,FL09365,BUSINESS
PNR057255,P057255,FL05083,FIRST
PNR057256,P057256,FL04607,FIRST
PNR057257,P057257,FL06327,BUSINESS
PNR057258,P057258,FL06135,FIRST
PNR057259,P057259,FL00298,ECONOMY
PNR057260,P057260,FL01218,ECONOMY
PNR057261,P057261,FL05718,ECONOMY
PNR057262,P057262,FL02385,ECONOMY
PNR057263,P057263,FL04876,BUSINESS
PNR057264,P057264,FL05802,FIRST
PNR057265,P057265,FL01852,BUSINESS
PNR057266,P057266,FL04665,FIRST
PNR057267,P057267,FL08041,BUSINESS
PNR057268,P057268,FL05938,FIRST
PNR057269,P057269,FL06272,BUSINESS
PNR057270,P057270,FL06629,ECONOMY
PNR057271,P057271,FL07743,ECONOMY
PNR057272,P057272,FL07792,BUSINESS
PNR057273,P057273,FL05531,FIRST
PNR057274,P057274,FL07537,BUSINESS
PNR057275,P057275,FL04375,FIRST
PNR057276,P057276,FL05210,FIRST
PNR057277,P057277,FL00072,ECONOMY
PNR057278,P057278,FL02028,BUSINESS
PNR057279,P057279,FL04533,FIRST
PNR057280,P057280,FL01639,BUSINESS
PNR057281,P057281,FL04035,BUSINESS
PNR057282,P057282,FL09828,BUSINESS
PNR057283,P057283,FL03265,ECONOMY
PNR057284,P057284,FL04928,BUSINESS
PNR057285,P057285,FL04620,FIRST
PNR057286,P057286,FL03901,FIRST
PNR057287,P057287,FL02837,BUSINESS
PNR057288,P057288,FL09421,FIRST
PNR057289,P057289,FL08074,BUSINESS
PNR057290,P057290,FL09914,FIRST
PNR057291,P057291,FL02851,FIRST
PNR057292,P057292,FL03555,ECONOMY
PNR057293,P057293,FL01414,ECONOMY
PNR057294,P057294,FL01566,FIRST
PNR057295,P057295,FL02751,FIRST
PNR057296,P057296,FL06872,ECONOMY
PNR057297,P057297,FL08322,BUSINESS
PNR057298,P057298,FL05232,ECONOMY
PNR057299,P057299,FL05372,ECONOMY
PNR057300,P057300,FL05110,BUSINESS
PNR057301,P057301,FL00315,BUSINESS
PNR057302,P057302,FL08846,FIRST
PNR057303,P057303,FL08502,ECONOMY
PNR057304,P057304,FL07053,BUSINESS
PNR057305,P057305,FL09817,BUSINESS
PNR057306,P057306,FL06814,ECONOMY
PNR057307,P057307,FL01389,BUSINESS
PNR057308,P057308,FL05627,BUSINESS
PNR057309,P057309,FL09336,ECONOMY
PNR057310,P057310,FL08841,BUSINESS
PNR057311,P057311,FL07514,ECONOMY
PNR057312,P057312,FL02751,ECONOMY
PNR057313,P057313,FL00309,BUSINESS
PNR057314,P057314,FL08849,ECONOMY
PNR057315,P057315,FL03752,FIRST
PNR057316,P057316,FL00852,BUSINESS
PNR057317,P057317,FL05273,FIRST
PNR057318,P057318,FL03952,FIRST
PNR057319,P057319,FL05346,BUSINESS
PNR057320,P057320,FL08596,ECONOMY
PNR057321,P057321,FL04393,FIRST
PNR057322,P057322,FL00344,BUSINESS
PNR057323,P057323,FL02307,BUSINESS
PNR057324,P057324,FL09569,BUSINESS
PNR057325,P057325,FL06536,ECONOMY
PNR057326,P057326,FL05640,FIRST
PNR057327,P057327,FL06570,ECONOMY
PNR057328,P057328,FL04612,BUSINESS
PNR057329,P057329,FL09710,BUSINESS
PNR057330,P057330,FL09031,ECONOMY
PNR057331,P057331,FL01899,ECONOMY
PNR057332,P057332,FL07927,FIRST
PNR057333,P057333,FL00067,BUSINESS
PNR057334,P057334,FL04006,FIRST
PNR057335,P057335,FL06652,FIRST
PNR057336,P057336,FL02052,ECONOMY
PNR057337,P057337,FL09245,FIRST
PNR057338,P057338,FL06129,FIRST
PNR057339,P057339,FL07949,FIRST
PNR057340,P057340,FL05178,BUSINESS
PNR057341,P057341,FL09405,FIRST
PNR057342,P057342,FL03608,FIRST
PNR057343,P057343,FL07048,ECONOMY
PNR057344,P057344,FL08892,FIRST
PNR057345,P057345,FL04785,BUSINESS
PNR057346,P057346,FL08281,ECONOMY
PNR057347,P057347,FL03021,BUSINESS
PNR057348,P057348,FL00243,FIRST
PNR057349,P057349,FL09897,BUSINESS
PNR057350,P057350,FL09867,FIRST
PNR057351,P057351,FL04793,FIRST
PNR057352,P057352,FL03278,FIRST
PNR057353,P057353,FL05219,ECONOMY
PNR057354,P057354,FL08679,BUSINESS
PNR057355,P057355,FL07316,BUSINESS
PNR057356,P057356,FL08678,FIRST
PNR057357,P057357,FL01662,FIRST
PNR057358,P057358,FL09660,BUSINESS
PNR057359,P057359,FL09065,FIRST
PNR057360,P057360,FL03762,FIRST
PNR057361,P057361,FL06861,ECONOMY
PNR057362,P057362,FL01663,ECONOMY
PNR057363,P057363,FL07783,ECONOMY
PNR057364,P057364,FL01226,FIRST
PNR057365,P057365,FL05983,BUSINESS
PNR057366,P057366,FL07016,BUSINESS
PNR057367,P057367,FL08570,ECONOMY
PNR057368,P057368,FL03502,BUSINESS
PNR057369,P057369,FL02004,ECONOMY
PNR057370,P057370,FL09757,FIRST
PNR057371,P057371,FL08638,FIRST
PNR057372,P057372,FL01244,ECONOMY
PNR057373,P057373,FL04085,BUSINESS
PNR057374,P057374,FL06809,ECONOMY
PNR057375,P057375,FL07329,BUSINESS
PNR057376,P057376,FL05720,FIRST
PNR057377,P057377,FL09898,FIRST
PNR057378,P057378,FL01652,FIRST
PNR057379,P057379,FL09252,FIRST
PNR057380,P057380,FL03171,FIRST
PNR057381,P057381,FL01057,ECONOMY
PNR057382,P057382,FL02128,ECONOMY
PNR057383,P057383,FL08053,FIRST
PNR057384,P057384,FL07319,BUSINESS
PNR057385,P057385,FL07116,BUSINESS
PNR057386,P057386,FL07919,ECONOMY
PNR057387,P057387,FL01923,ECONOMY
PNR057388,P057388,FL04561,ECONOMY
PNR057389,P057389,FL05831,FIRST
PNR057390,P057390,FL02868,FIRST
PNR057391,P057391,FL07221,ECONOMY
PNR057392,P057392,FL08967,ECONOMY
PNR057393,P057393,FL07562,ECONOMY
PNR057394,P057394,FL07657,FIRST
PNR057395,P057395,FL02105,ECONOMY
PNR057396,P057396,FL01513,FIRST
PNR057397,P057397,FL05425,BUSINESS
PNR057398,P057398,FL08399,ECONOMY
PNR057399,P057399,FL06273,BUSINESS
PNR057400,P057400,FL07232,FIRST
PNR057401,P057401,FL07193,BUSINESS
PNR057402,P057402,FL06060,ECONOMY
PNR057403,P057403,FL04594,ECONOMY
PNR057404,P057404,FL01089,FIRST
PNR057405,P057405,FL09230,FIRST
PNR057406,P057406,FL06119,ECONOMY
PNR057407,P057407,FL05194,ECONOMY
PNR057408,P057408,FL03517,FIRST
PNR057409,P057409,FL04956,BUSINESS
PNR057410,P057410,FL04652,BUSINESS
PNR057411,P057411,FL07845,ECONOMY
PNR057412,P057412,FL00488,BUSINESS
PNR057413,P057413,FL04325,ECONOMY
PNR057414,P057414,FL08329,BUSINESS
PNR057415,P057415,FL00808,ECONOMY
PNR057416,P057416,FL06321,BUSINESS
PNR057417,P057417,FL05659,BUSINESS
PNR057418,P057418,FL07780,ECONOMY
PNR057419,P057419,FL03769,BUSINESS
PNR057420,P057420,FL00185,BUSINESS
PNR057421,P057421,FL08422,ECONOMY
PNR057422,P057422,FL07614,BUSINESS
PNR057423,P057423,FL05363,FIRST
PNR057424,P057424,FL00430,BUSINESS
PNR057425,P057425,FL01563,FIRST
PNR057426,P057426,FL09637,FIRST
PNR057427,P057427,FL00870,BUSINESS
PNR057428,P057428,FL04450,BUSINESS
PNR057429,P057429,FL07789,BUSINESS
PNR057430,P057430,FL06969,ECONOMY
PNR057431,P057431,FL07689,FIRST
PNR057432,P057432,FL08849,FIRST
PNR057433,P057433,FL05004,FIRST
PNR057434,P057434,FL08952,FIRST
PNR057435,P057435,FL09293,FIRST
PNR057436,P057436,FL07883,FIRST
PNR057437,P057437,FL08985,FIRST
PNR057438,P057438,FL01594,ECONOMY
PNR057439,P057439,FL04457,ECONOMY
PNR057440,P057440,FL01462,ECONOMY
PNR057441,P057441,FL07177,ECONOMY
PNR057442,P057442,FL09724,BUSINESS
PNR057443,P057443,FL02031,FIRST
PNR057444,P057444,FL05463,ECONOMY
PNR057445,P057445,FL00200,FIRST
PNR057446,P057446,FL03547,FIRST
PNR057447,P057447,FL01539,BUSINESS
PNR057448,P057448,FL08934,BUSINESS
PNR057449,P057449,FL05387,ECONOMY
PNR057450,P057450,FL06374,FIRST
PNR057451,P057451,FL05269,ECONOMY
PNR057452,P057452,FL09038,ECONOMY
PNR057453,P057453,FL03985,BUSINESS
PNR057454,P057454,FL08749,ECONOMY
PNR057455,P057455,FL05379,ECONOMY
PNR057456,P057456,FL03343,ECONOMY
PNR057457,P057457,FL05889,ECONOMY
PNR057458,P057458,FL05336,FIRST
PNR057459,P057459,FL03263,BUSINESS
PNR057460,P057460,FL02425,BUSINESS
PNR057461,P057461,FL07318,FIRST
PNR057462,P057462,FL08139,BUSINESS
PNR057463,P057463,FL00512,FIRST
PNR057464,P057464,FL05175,FIRST
PNR057465,P057465,FL04201,ECONOMY
PNR057466,P057466,FL04236,ECONOMY
PNR057467,P057467,FL08812,FIRST
PNR057468,P057468,FL03424,BUSINESS
PNR057469,P057469,FL08271,ECONOMY
