flight_id,total_seats,available_seats
FL03105,182,182
FL03106,137,137
FL03107,129,129
FL03108,125,125
FL03109,177,177
FL03110,203,203
FL03111,163,163
FL03112,142,142
FL03113,157,157
FL03114,208,208
FL03115,126,126
FL03116,122,122
FL03117,150,150
FL03118,147,147
FL03119,209,209
FL03120,124,124
FL03121,167,167
FL03122,129,129
FL03123,122,122
FL03124,208,208
FL03125,206,206
FL03126,216,216
FL03127,196,196
FL03128,211,211
FL03129,183,183
FL03130,138,138
FL03131,156,156
FL03132,179,179
FL03133,137,137
FL03134,164,164
FL03135,155,155
FL03136,143,143
FL03137,175,175
FL03138,164,164
FL03139,157,157
FL03140,128,128
FL03141,175,175
FL03142,215,215
FL03143,205,205
FL03144,188,188
FL03145,195,195
FL03146,205,205
FL03147,146,146
FL03148,195,195
FL03149,142,142
FL03150,182,182
FL03151,175,175
FL03152,216,216
FL03153,212,212
FL03154,216,216
FL03155,210,210
FL03156,211,211
FL03157,149,149
FL03158,194,194
FL03159,190,190
FL03160,160,160
FL03161,209,209
FL03162,143,143
FL03163,148,148
FL03164,191,191
FL03165,204,204
FL03166,133,133
FL03167,190,190
FL03168,141,141
FL03169,185,185
FL03170,193,193
FL03171,144,144
FL03172,168,168
FL03173,202,202
FL03174,144,144
FL03175,205,205
FL03176,200,200
FL03177,141,141
FL03178,219,219
FL03179,178,178
FL03180,190,190
FL03181,203,203
FL03182,174,174
FL03183,186,186
FL03184,122,122
FL03185,181,181
FL03186,214,214
FL03187,125,125
FL03188,155,155
FL03189,143,143
FL03190,203,203
FL03191,149,149
FL03192,165,165
FL03193,178,178
FL03194,218,218
FL03195,203,203
FL03196,149,149
FL03197,130,130
FL03198,186,186
FL03199,198,198
FL03200,197,197
FL03201,167,167
FL03202,194,194
FL03203,150,150
FL03204,129,129
FL03205,130,130
FL03206,212,212
FL03207,174,174
FL03208,207,207
FL03209,194,194
FL03210,195,195
FL03211,143,143
FL03212,206,206
FL03213,130,130
FL03214,203,203
FL03215,144,144
FL03216,160,160
FL03217,151,151
FL03218,159,159
FL03219,210,210
FL03220,179,179
FL03221,212,212
FL03222,127,127
FL03223,164,164
FL03224,120,120
FL03225,180,180
FL03226,203,203
FL03227,120,120
FL03228,183,183
FL03229,181,181
FL03230,167,167
FL03231,120,120
FL03232,212,212
FL03233,191,191
FL03234,190,190
FL03235,219,219
FL03236,158,158
FL03237,192,192
FL03238,156,156
FL03239,204,204
FL03240,193,193
FL03241,198,198
FL03242,198,198
FL03243,171,171
FL03244,145,145
FL03245,220,220
FL03246,164,164
FL03247,178,178
FL03248,168,168
FL03249,184,184
FL03250,173,173
FL03251,210,210
FL03252,173,173
FL03253,136,136
FL03254,218,218
FL03255,129,129
FL03256,150,150
FL03257,189,189
FL03258,121,121
FL03259,161,161
FL03260,194,194
FL03261,165,165
FL03262,129,129
FL03263,198,198
FL03264,219,219
FL03265,152,152
FL03266,190,190
FL03267,155,155
FL03268,214,214
FL03269,165,165
FL03270,155,155
FL03271,215,215
FL03272,141,141
FL03273,140,140
FL03274,167,167
FL03275,194,194
FL03276,162,162
FL03277,163,163
FL03278,132,132
FL03279,145,145
FL03280,144,144
FL03281,210,210
FL03282,124,124
FL03283,215,215
FL03284,161,161
FL03285,198,198
FL03286,128,128
FL03287,164,164
FL03288,157,157
FL03289,132,132
FL03290,194,194
FL03291,172,172
FL03292,146,146
FL03293,204,204
FL03294,208,208
FL03295,165,165
FL03296,134,134
FL03297,215,215
FL03298,210,210
FL03299,132,132
FL03300,123,123
FL03301,196,196
FL03302,172,172
FL03303,183,183
FL03304,159,159
FL03305,163,163
FL03306,133,133
FL03307,206,206
FL03308,149,149
FL03309,174,174
FL03310,149,149
FL03311,171,171
FL03312,216,216
FL03313,165,165
FL03314,213,213
FL03315,197,197
FL03316,121,121
FL03317,162,162
FL03318,213,213
FL03319,123,123
FL03320,152,152
FL03321,128,128
FL03322,182,182
FL03323,150,150
FL03324,183,183
FL03325,138,138
FL03326,138,138
FL03327,150,150
FL03328,153,153
FL03329,137,137
FL03330,173,173
FL03331,209,209
FL03332,182,182
FL03333,184,184
FL03334,220,220
FL03335,179,179
FL03336,125,125
FL03337,210,210
FL03338,145,145
FL03339,206,206
FL03340,142,142
FL03341,147,147
FL03342,201,201
FL03343,189,189
FL03344,134,134
FL03345,137,137
FL03346,186,186
FL03347,130,130
FL03348,176,176
FL03349,128,128
FL03350,187,187
FL03351,199,199
FL03352,203,203
FL03353,212,212
FL03354,192,192
FL03355,216,216
FL03356,149,149
FL03357,165,165
FL03358,159,159
FL03359,206,206
FL03360,176,176
FL03361,214,214
FL03362,207,207
FL03363,215,215
FL03364,160,160
FL03365,137,137
FL03366,135,135
FL03367,129,129
FL03368,140,140
FL03369,176,176
FL03370,215,215
FL03371,160,160
FL03372,194,194
FL03373,174,174
FL03374,151,151
FL03375,216,216
FL03376,183,183
FL03377,147,147
FL03378,129,129
FL03379,131,131
FL03380,159,159
FL03381,197,197
FL03382,146,146
FL03383,150,150
FL03384,133,133
FL03385,122,122
FL03386,188,188
FL03387,184,184
FL03388,171,171
FL03389,140,140
FL03390,150,150
FL03391,126,126
FL03392,175,175
FL03393,213,213
FL03394,218,218
FL03395,162,162
FL03396,220,220
FL03397,194,194
FL03398,153,153
FL03399,206,206
FL03400,123,123
FL03401,123,123
FL03402,150,150
FL03403,188,188
FL03404,132,132
FL03405,185,185
FL03406,122,122
FL03407,151,151
FL03408,210,210
FL03409,173,173
FL03410,158,158
FL03411,190,190
FL03412,167,167
FL03413,211,211
FL03414,131,131
FL03415,206,206
FL03416,124,124
FL03417,125,125
FL03418,136,136
FL03419,128,128
FL03420,184,184
FL03421,139,139
FL03422,158,158
FL03423,129,129
FL03424,210,210
FL03425,152,152
FL03426,123,123
FL03427,189,189
FL03428,131,131
FL03429,177,177
FL03430,125,125
FL03431,137,137
FL03432,186,186
FL03433,153,153
FL03434,174,174
FL03435,128,128
FL03436,174,174
FL03437,201,201
FL03438,190,190
FL03439,180,180
FL03440,188,188
FL03441,177,177
FL03442,202,202
FL03443,200,200
FL03444,144,144
FL03445,143,143
FL03446,217,217
FL03447,128,128
FL03448,156,156
FL03449,192,192
FL03450,197,197
FL03451,193,193
FL03452,181,181
FL03453,121,121
FL03454,146,146
FL03455,205,205
FL03456,136,136
FL03457,122,122
FL03458,155,155
FL03459,144,144
FL03460,202,202
FL03461,159,159
FL03462,205,205
FL03463,183,183
FL03464,152,152
FL03465,147,147
FL03466,212,212
FL03467,146,146
FL03468,159,159
FL03469,159,159
FL03470,136,136
FL03471,133,133
FL03472,125,125
FL03473,172,172
FL03474,166,166
FL03475,128,128
FL03476,125,125
FL03477,122,122
FL03478,157,157
FL03479,170,170
FL03480,120,120
FL03481,128,128
FL03482,121,121
FL03483,200,200
FL03484,157,157
FL03485,134,134
FL03486,145,145
FL03487,135,135
FL03488,150,150
FL03489,163,163
FL03490,166,166
FL03491,162,162
FL03492,215,215
FL03493,178,178
FL03494,193,193
FL03495,158,158
FL03496,137,137
FL03497,126,126
FL03498,212,212
FL03499,180,180
FL03500,217,217
FL03501,138,138
FL03502,207,207
FL03503,207,207
FL03504,136,136
FL03505,206,206
FL03506,149,149
FL03507,196,196
FL03508,165,165
FL03509,174,174
FL03510,216,216
FL03511,208,208
FL03512,179,179
FL03513,136,136
FL03514,204,204
FL03515,130,130
FL03516,182,182
FL03517,168,168
FL03518,219,219
FL03519,129,129
FL03520,210,210
FL03521,186,186
FL03522,217,217
FL03523,196,196
FL03524,217,217
FL03525,191,191
FL03526,194,194
FL03527,190,190
FL03528,183,183
FL03529,211,211
FL03530,190,190
FL03531,178,178
FL03532,182,182
FL03533,174,174
FL03534,180,180
FL03535,214,214
FL03536,176,176
FL03537,167,167
FL03538,128,128
FL03539,147,147
FL03540,184,184
FL03541,181,181
FL03542,179,179
FL03543,204,204
FL03544,129,129
FL03545,136,136
FL03546,147,147
FL03547,197,197
FL03548,188,188
FL03549,130,130
FL03550,188,188
FL03551,193,193
FL03552,148,148
FL03553,198,198
FL03554,178,178
FL03555,202,202
FL03556,201,201
FL03557,140,140
FL03558,125,125
FL03559,155,155
FL03560,184,184
FL03561,180,180
FL03562,148,148
FL03563,124,124
FL03564,155,155
FL03565,166,166
FL03566,134,134
FL03567,195,195
FL03568,152,152
FL03569,160,160
FL03570,163,163
FL03571,214,214
FL03572,184,184
FL03573,172,172
FL03574,185,185
FL03575,130,130
FL03576,202,202
FL03577,214,214
FL03578,178,178
FL03579,212,212
FL03580,148,148
FL03581,155,155
FL03582,134,134
FL03583,188,188
FL03584,191,191
FL03585,207,207
FL03586,123,123
FL03587,183,183
FL03588,194,194
FL03589,204,204
FL03590,171,171
FL03591,219,219
FL03592,159,159
FL03593,213,213
FL03594,206,206
FL03595,125,125
FL03596,151,151
FL03597,200,200
FL03598,201,201
FL03599,133,133
FL03600,164,164
FL03601,182,182
FL03602,160,160
FL03603,185,185
FL03604,162,162
FL03605,199,199
FL03606,144,144
FL03607,192,192
FL03608,133,133
FL03609,218,218
FL03610,189,189
FL03611,201,201
FL03612,161,161
FL03613,150,150
FL03614,204,204
FL03615,170,170
FL03616,212,212
FL03617,137,137
FL03618,124,124
FL03619,166,166
FL03620,155,155
FL03621,159,159
FL03622,196,196
FL03623,144,144
FL03624,218,218
FL03625,150,150
FL03626,194,194
FL03627,143,143
FL03628,177,177
FL03629,130,130
FL03630,206,206
FL03631,192,192
FL03632,160,160
FL03633,152,152
FL03634,123,123
FL03635,172,172
FL03636,149,149
FL03637,186,186
FL03638,160,160
FL03639,173,173
FL03640,178,178
FL03641,121,121
FL03642,137,137
FL03643,126,126
FL03644,214,214
FL03645,179,179
FL03646,201,201
FL03647,129,129
FL03648,218,218
FL03649,165,165
FL03650,145,145
FL03651,178,178
FL03652,191,191
FL03653,204,204
FL03654,155,155
FL03655,143,143
FL03656,127,127
FL03657,207,207
FL03658,164,164
FL03659,165,165
FL03660,207,207
FL03661,203,203
FL03662,164,164
FL03663,212,212
FL03664,163,163
FL03665,216,216
FL03666,148,148
FL03667,206,206
FL03668,160,160
FL03669,154,154
FL03670,156,156
FL03671,217,217
FL03672,124,124
FL03673,177,177
FL03674,217,217
FL03675,186,186
FL03676,210,210
FL03677,195,195
FL03678,206,206
FL03679,172,172
FL03680,178,178
FL03681,179,179
FL03682,209,209
FL03683,184,184
FL03684,187,187
FL03685,188,188
FL03686,195,195
FL03687,141,141
FL03688,202,202
FL03689,211,211
FL03690,213,213
FL03691,137,137
FL03692,133,133
FL03693,217,217
FL03694,124,124
FL03695,214,214
FL03696,124,124
FL03697,178,178
FL03698,219,219
FL03699,137,137
FL03700,206,206
FL03701,205,205
FL03702,121,121
FL03703,155,155
FL03704,122,122
FL03705,218,218
FL03706,216,216
FL03707,199,199
FL03708,159,159
FL03709,183,183
FL03710,217,217
FL03711,128,128
FL03712,135,135
FL03713,220,220
FL03714,142,142
FL03715,157,157
FL03716,171,171
FL03717,133,133
FL03718,208,208
FL03719,176,176
FL03720,166,166
FL03721,205,205
FL03722,182,182
FL03723,188,188
FL03724,208,208
FL03725,121,121
FL03726,155,155
FL03727,132,132
FL03728,122,122
FL03729,208,208
FL03730,159,159
FL03731,190,190
FL03732,174,174
FL03733,172,172
FL03734,181,181
FL03735,130,130
FL03736,186,186
FL03737,173,173
FL03738,152,152
FL03739,154,154
FL03740,139,139
FL03741,175,175
FL03742,136,136
FL03743,218,218
FL03744,157,157
FL03745,158,158
FL03746,183,183
FL03747,127,127
FL03748,209,209
FL03749,153,153
FL03750,192,192
FL03751,190,190
FL03752,173,173
FL03753,180,180
FL03754,130,130
FL03755,134,134
FL03756,122,122
FL03757,135,135
FL03758,184,184
FL03759,179,179
FL03760,179,179
FL03761,219,219
FL03762,121,121
FL03763,149,149
FL03764,151,151
FL03765,140,140
FL03766,161,161
FL03767,179,179
FL03768,219,219
FL03769,126,126
FL03770,208,208
FL03771,156,156
FL03772,204,204
FL03773,157,157
FL03774,148,148
FL03775,220,220
FL03776,216,216
FL03777,123,123
FL03778,179,179
FL03779,151,151
FL03780,137,137
FL03781,159,159
FL03782,168,168
FL03783,204,204
FL03784,174,174
FL03785,218,218
FL03786,187,187
FL03787,192,192
FL03788,198,198
FL03789,181,181
FL03790,204,204
FL03791,152,152
FL03792,196,196
FL03793,206,206
FL03794,127,127
FL03795,216,216
FL03796,147,147
FL03797,201,201
FL03798,219,219
FL03799,127,127
FL03800,153,153
FL03801,149,149
FL03802,185,185
FL03803,132,132
FL03804,179,179
FL03805,176,176
FL03806,199,199
FL03807,196,196
FL03808,214,214
FL03809,184,184
FL03810,195,195
FL03811,193,193
FL03812,138,138
FL03813,153,153
FL03814,171,171
FL03815,193,193
FL03816,140,140
FL03817,156,156
FL03818,179,179
FL03819,122,122
FL03820,156,156
FL03821,187,187
FL03822,135,135
FL03823,133,133
FL03824,207,207
FL03825,144,144
FL03826,127,127
FL03827,131,131
FL03828,185,185
FL03829,174,174
FL03830,218,218
FL03831,156,156
FL03832,151,151
FL03833,137,137
FL03834,151,151
FL03835,130,130
FL03836,153,153
FL03837,165,165
FL03838,208,208
FL03839,168,168
FL03840,167,167
FL03841,132,132
FL03842,185,185
FL03843,220,220
FL03844,135,135
FL03845,141,141
FL03846,179,179
FL03847,167,167
FL03848,196,196
FL03849,130,130
FL03850,180,180
FL03851,127,127
FL03852,122,122
FL03853,151,151
FL03854,154,154
FL03855,150,150
FL03856,217,217
FL03857,178,178
FL03858,154,154
FL03859,145,145
FL03860,213,213
FL03861,139,139
FL03862,165,165
FL03863,168,168
FL03864,207,207
FL03865,180,180
FL03866,157,157
FL03867,123,123
FL03868,220,220
FL03869,208,208
FL03870,162,162
FL03871,146,146
FL03872,168,168
FL03873,137,137
FL03874,160,160
FL03875,131,131
FL03876,203,203
FL03877,205,205
FL03878,139,139
FL03879,146,146
FL03880,135,135
FL03881,129,129
FL03882,163,163
FL03883,153,153
FL03884,133,133
FL03885,201,201
FL03886,128,128
FL03887,134,134
FL03888,195,195
FL03889,123,123
FL03890,201,201
FL03891,137,137
FL03892,123,123
FL03893,168,168
FL03894,121,121
FL03895,182,182
FL03896,133,133
FL03897,151,151
FL03898,214,214
FL03899,171,171
FL03900,203,203
FL03901,194,194
FL03902,146,146
FL03903,126,126
FL03904,220,220
FL03905,124,124
FL03906,166,166
FL03907,136,136
FL03908,142,142
FL03909,129,129
FL03910,206,206
FL03911,159,159
FL03912,153,153
FL03913,140,140
FL03914,202,202
FL03915,174,174
FL03916,220,220
FL03917,176,176
FL03918,203,203
FL03919,151,151
FL03920,215,215
FL03921,216,216
FL03922,166,166
FL03923,145,145
FL03924,191,191
FL03925,153,153
FL03926,205,205
FL03927,137,137
FL03928,160,160
FL03929,219,219
FL03930,174,174
FL03931,135,135
FL03932,135,135
FL03933,172,172
FL03934,133,133
FL03935,207,207
FL03936,160,160
FL03937,205,205
FL03938,217,217
FL03939,199,199
FL03940,193,193
FL03941,211,211
FL03942,198,198
FL03943,159,159
FL03944,154,154
FL03945,214,214
FL03946,138,138
FL03947,172,172
FL03948,209,209
FL03949,130,130
FL03950,188,188
FL03951,155,155
FL03952,162,162
FL03953,160,160
FL03954,146,146
FL03955,176,176
FL03956,217,217
FL03957,219,219
FL03958,160,160
FL03959,188,188
FL03960,139,139
FL03961,171,171
FL03962,187,187
FL03963,136,136
FL03964,212,212
FL03965,202,202
FL03966,199,199
FL03967,167,167
FL03968,127,127
FL03969,188,188
FL03970,133,133
FL03971,154,154
FL03972,198,198
FL03973,194,194
FL03974,204,204
FL03975,159,159
FL03976,124,124
FL03977,143,143
FL03978,144,144
FL03979,137,137
FL03980,144,144
FL03981,164,164
FL03982,191,191
FL03983,167,167
FL03984,195,195
FL03985,149,149
FL03986,164,164
FL03987,185,185
FL03988,127,127
FL03989,208,208
FL03990,146,146
FL03991,205,205
FL03992,214,214
FL03993,200,200
FL03994,162,162
FL03995,202,202
FL03996,141,141
FL03997,185,185
FL03998,186,186
FL03999,123,123
FL04000,163,163
FL04001,123,123
FL04002,183,183
FL04003,160,160
FL04004,125,125
FL04005,183,183
FL04006,211,211
FL04007,205,205
FL04008,185,185
FL04009,131,131
FL04010,194,194
FL04011,207,207
FL04012,200,200
FL04013,177,177
FL04014,147,147
FL04015,166,166
FL04016,153,153
FL04017,220,220
FL04018,157,157
FL04019,136,136
FL04020,165,165
FL04021,143,143
FL04022,155,155
FL04023,210,210
FL04024,209,209
FL04025,180,180
FL04026,183,183
FL04027,182,182
FL04028,181,181
FL04029,152,152
FL04030,156,156
FL04031,219,219
FL04032,155,155
FL04033,192,192
FL04034,169,169
FL04035,153,153
FL04036,195,195
FL04037,151,151
FL04038,124,124
FL04039,159,159
FL04040,174,174
FL04041,156,156
FL04042,126,126
FL04043,126,126
FL04044,175,175
FL04045,121,121
FL04046,169,169
FL04047,192,192
FL04048,188,188
FL04049,185,185
FL04050,137,137
FL04051,169,169
FL04052,158,158
FL04053,189,189
FL04054,175,175
FL04055,136,136
FL04056,214,214
FL04057,205,205
FL04058,178,178
FL04059,166,166
FL04060,166,166
FL04061,146,146
FL04062,183,183
FL04063,179,179
FL04064,195,195
FL04065,149,149
FL04066,220,220
FL04067,191,191
FL04068,165,165
FL04069,203,203
FL04070,157,157
FL04071,203,203
FL04072,168,168
FL04073,122,122
FL04074,194,194
FL04075,132,132
FL04076,137,137
FL04077,135,135
FL04078,122,122
FL04079,152,152
FL04080,123,123
FL04081,179,179
FL04082,140,140
FL04083,166,166
FL04084,152,152
FL04085,165,165
FL04086,213,213
FL04087,145,145
FL04088,197,197
FL04089,175,175
FL04090,125,125
FL04091,131,131
FL04092,216,216
FL04093,175,175
FL04094,127,127
FL04095,193,193
FL04096,198,198
FL04097,148,148
FL04098,138,138
FL04099,200,200
FL04100,215,215
FL04101,152,152
FL04102,179,179
FL04103,123,123
FL04104,176,176
FL04105,192,192
FL04106,138,138
FL04107,170,170
FL04108,137,137
FL04109,166,166
FL04110,205,205
FL04111,133,133
FL04112,210,210
FL04113,181,181
FL04114,157,157
FL04115,145,145
FL04116,135,135
FL04117,207,207
FL04118,170,170
FL04119,219,219
FL04120,127,127
FL04121,147,147
FL04122,136,136
FL04123,167,167
FL04124,127,127
FL04125,203,203
FL04126,149,149
FL04127,215,215
FL04128,207,207
FL04129,208,208
FL04130,219,219
FL04131,194,194
FL04132,158,158
FL04133,151,151
FL04134,206,206
FL04135,201,201
FL04136,196,196
FL04137,185,185
FL04138,187,187
FL04139,153,153
FL04140,154,154
FL04141,139,139
FL04142,178,178
FL04143,191,191
FL04144,193,193
FL04145,165,165
FL04146,139,139
FL04147,207,207
FL04148,151,151
FL04149,174,174
FL04150,131,131
FL04151,220,220
FL04152,183,183
FL04153,195,195
FL04154,153,153
FL04155,192,192
FL04156,173,173
FL04157,212,212
FL04158,153,153
FL04159,163,163
FL04160,159,159
FL04161,197,197
FL04162,209,209
FL04163,215,215
FL04164,165,165
FL04165,211,211
FL04166,199,199
FL04167,165,165
FL04168,178,178
FL04169,213,213
FL04170,184,184
FL04171,134,134
FL04172,142,142
FL04173,177,177
FL04174,212,212
FL04175,144,144
FL04176,212,212
FL04177,133,133
FL04178,183,183
FL04179,210,210
FL04180,156,156
FL04181,207,207
FL04182,213,213
FL04183,204,204
FL04184,138,138
FL04185,176,176
FL04186,213,213
FL04187,133,133
FL04188,187,187
FL04189,149,149
FL04190,136,136
FL04191,138,138
FL04192,207,207
FL04193,155,155
FL04194,123,123
FL04195,140,140
FL04196,147,147
FL04197,196,196
FL04198,146,146
FL04199,170,170
FL04200,205,205
FL04201,136,136
FL04202,180,180
FL04203,169,169
FL04204,133,133
FL04205,179,179
FL04206,172,172
FL04207,154,154
FL04208,210,210
FL04209,123,123
FL04210,218,218
FL04211,205,205
FL04212,155,155
FL04213,125,125
FL04214,155,155
FL04215,213,213
FL04216,169,169
FL04217,163,163
FL04218,204,204
FL04219,166,166
FL04220,132,132
FL04221,130,130
FL04222,140,140
FL04223,190,190
FL04224,168,168
FL04225,149,149
FL04226,184,184
FL04227,130,130
FL04228,135,135
FL04229,122,122
FL04230,164,164
FL04231,120,120
FL04232,137,137
FL04233,210,210
FL04234,136,136
FL04235,188,188
FL04236,211,211
FL04237,197,197
FL04238,140,140
FL04239,124,124
FL04240,181,181
FL04241,219,219
FL04242,203,203
FL04243,157,157
FL04244,206,206
FL04245,201,201
FL04246,163,163
FL04247,195,195
FL04248,165,165
FL04249,141,141
FL04250,187,187
FL04251,211,211
FL04252,137,137
FL04253,176,176
FL04254,219,219
FL04255,173,173
FL04256,182,182
FL04257,181,181
FL04258,154,154
FL04259,143,143
FL04260,146,146
FL04261,199,199
FL04262,146,146
FL04263,160,160
FL04264,209,209
FL04265,153,153
FL04266,147,147
FL04267,216,216
FL04268,149,149
FL04269,201,201
FL04270,178,178
FL04271,144,144
FL04272,213,213
FL04273,220,220
FL04274,137,137
FL04275,211,211
FL04276,176,176
FL04277,186,186
FL04278,147,147
FL04279,197,197
FL04280,173,173
FL04281,218,218
FL04282,215,215
FL04283,194,194
FL04284,143,143
FL04285,130,130
FL04286,164,164
FL04287,135,135
FL04288,125,125
FL04289,121,121
FL04290,137,137
FL04291,168,168
FL04292,120,120
FL04293,182,182
FL04294,176,176
FL04295,216,216
FL04296,141,141
FL04297,128,128
FL04298,152,152
FL04299,144,144
FL04300,200,200
FL04301,200,200
FL04302,152,152
FL04303,209,209
FL04304,186,186
FL04305,169,169
FL04306,192,192
FL04307,205,205
FL04308,220,220
FL04309,168,168
FL04310,163,163
FL04311,147,147
FL04312,183,183
FL04313,128,128
FL04314,166,166
FL04315,165,165
FL04316,180,180
FL04317,151,151
FL04318,134,134
FL04319,123,123
FL04320,165,165
FL04321,143,143
FL04322,120,120
FL04323,191,191
FL04324,192,192
FL04325,191,191
FL04326,144,144
FL04327,128,128
FL04328,191,191
FL04329,178,178
FL04330,148,148
FL04331,123,123
FL04332,205,205
FL04333,192,192
FL04334,166,166
FL04335,126,126
FL04336,180,180
FL04337,199,199
FL04338,146,146
FL04339,149,149
FL04340,179,179
FL04341,177,177
FL04342,149,149
FL04343,133,133
FL04344,136,136
FL04345,198,198
FL04346,180,180
FL04347,144,144
FL04348,155,155
FL04349,130,130
FL04350,214,214
FL04351,159,159
FL04352,186,186
FL04353,163,163
FL04354,126,126
FL04355,218,218
FL04356,140,140
FL04357,207,207
FL04358,208,208
FL04359,178,178
FL04360,205,205
FL04361,167,167
FL04362,197,197
FL04363,201,201
FL04364,209,209
FL04365,123,123
FL04366,187,187
FL04367,139,139
FL04368,172,172
FL04369,189,189
FL04370,211,211
FL04371,122,122
FL04372,120,120
FL04373,197,197
FL04374,127,127
FL04375,180,180
FL04376,139,139
FL04377,142,142
FL04378,123,123
FL04379,191,191
FL04380,203,203
FL04381,200,200
FL04382,181,181
FL04383,130,130
FL04384,140,140
FL04385,216,216
FL04386,135,135
FL04387,186,186
FL04388,194,194
FL04389,216,216
FL04390,155,155
FL04391,164,164
FL04392,143,143
FL04393,151,151
FL04394,196,196
FL04395,202,202
FL04396,209,209
FL04397,161,161
FL04398,192,192
FL04399,172,172
FL04400,218,218
FL04401,124,124
FL04402,136,136
FL04403,150,150
FL04404,146,146
FL04405,129,129
FL04406,161,161
FL04407,199,199
FL04408,219,219
FL04409,199,199
FL04410,186,186
FL04411,212,212
FL04412,179,179
FL04413,164,164
FL04414,134,134
FL04415,178,178
FL04416,166,166
FL04417,177,177
FL04418,199,199
FL04419,123,123
FL04420,145,145
FL04421,141,141
FL04422,145,145
FL04423,121,121
FL04424,190,190
FL04425,187,187
FL04426,188,188
FL04427,127,127
FL04428,175,175
FL04429,120,120
FL04430,197,197
FL04431,156,156
FL04432,128,128
FL04433,179,179
FL04434,163,163
FL04435,121,121
FL04436,141,141
FL04437,213,213
FL04438,155,155
FL04439,135,135
FL04440,148,148
FL04441,123,123
FL04442,126,126
FL04443,176,176
FL04444,185,185
FL04445,200,200
FL04446,189,189
FL04447,174,174
FL04448,183,183
FL04449,203,203
FL04450,164,164
FL04451,186,186
FL04452,209,209
FL04453,220,220
FL04454,182,182
FL04455,161,161
FL04456,163,163
FL04457,207,207
FL04458,189,189
FL04459,163,163
FL04460,120,120
FL04461,195,195
FL04462,163,163
FL04463,193,193
FL04464,216,216
FL04465,132,132
FL04466,158,158
FL04467,162,162
FL04468,125,125
FL04469,157,157
FL04470,199,199
FL04471,176,176
FL04472,142,142
FL04473,151,151
FL04474,170,170
FL04475,172,172
FL04476,199,199
FL04477,157,157
FL04478,206,206
FL04479,170,170
FL04480,136,136
FL04481,177,177
FL04482,142,142
FL04483,184,184
FL04484,174,174
FL04485,163,163
FL04486,133,133
FL04487,189,189
FL04488,135,135
FL04489,156,156
FL04490,218,218
FL04491,208,208
FL04492,137,137
FL04493,125,125
FL04494,159,159
FL04495,148,148
FL04496,203,203
FL04497,190,190
FL04498,154,154
FL04499,217,217
FL04500,204,204
FL04501,161,161
FL04502,125,125
FL04503,207,207
FL04504,208,208
FL04505,153,153
FL04506,171,171
FL04507,138,138
FL04508,133,133
FL04509,182,182
FL04510,169,169
FL04511,153,153
FL04512,204,204
FL04513,144,144
FL04514,157,157
FL04515,197,197
FL04516,145,145
FL04517,193,193
FL04518,156,156
FL04519,133,133
FL04520,174,174
FL04521,220,220
FL04522,211,211
FL04523,216,216
FL04524,168,168
FL04525,177,177
FL04526,152,152
FL04527,124,124
FL04528,176,176
FL04529,191,191
FL04530,206,206
FL04531,191,191
FL04532,206,206
FL04533,208,208
FL04534,173,173
FL04535,192,192
FL04536,185,185
FL04537,214,214
FL04538,209,209
FL04539,166,166
FL04540,188,188
FL04541,160,160
FL04542,177,177
FL04543,154,154
FL04544,199,199
FL04545,129,129
FL04546,216,216
FL04547,131,131
FL04548,126,126
FL04549,170,170
FL04550,202,202
FL04551,175,175
FL04552,178,178
FL04553,202,202
FL04554,139,139
FL04555,174,174
FL04556,157,157
FL04557,131,131
FL04558,184,184
FL04559,177,177
FL04560,199,199
FL04561,150,150
FL04562,203,203
FL04563,194,194
FL04564,177,177
FL04565,188,188
FL04566,198,198
FL04567,160,160
FL04568,147,147
FL04569,178,178
FL04570,180,180
FL04571,126,126
FL04572,129,129
FL04573,140,140
FL04574,155,155
FL04575,193,193
FL04576,147,147
FL04577,134,134
FL04578,175,175
FL04579,214,214
FL04580,154,154
FL04581,165,165
FL04582,206,206
FL04583,205,205
FL04584,196,196
FL04585,186,186
FL04586,138,138
FL04587,153,153
FL04588,151,151
FL04589,176,176
FL04590,189,189
FL04591,121,121
FL04592,154,154
FL04593,176,176
FL04594,120,120
FL04595,157,157
FL04596,125,125
FL04597,181,181
FL04598,200,200
FL04599,195,195
FL04600,145,145
FL04601,169,169
FL04602,164,164
FL04603,128,128
FL04604,185,185
FL04605,177,177
FL04606,167,167
FL04607,170,170
FL04608,220,220
FL04609,194,194
FL04610,142,142
FL04611,175,175
FL04612,209,209
FL04613,195,195
FL04614,137,137
FL04615,216,216
FL04616,126,126
FL04617,219,219
FL04618,219,219
FL04619,148,148
FL04620,205,205
FL04621,212,212
FL04622,140,140
FL04623,180,180
FL04624,146,146
FL04625,163,163
FL04626,219,219
FL04627,183,183
FL04628,135,135
FL04629,138,138
FL04630,166,166
FL04631,169,169
FL04632,181,181
FL04633,143,143
FL04634,129,129
FL04635,139,139
FL04636,151,151
FL04637,120,120
FL04638,123,123
FL04639,190,190
FL04640,219,219
FL04641,163,163
FL04642,178,178
FL04643,204,204
FL04644,184,184
FL04645,193,193
FL04646,164,164
FL04647,220,220
FL04648,195,195
FL04649,134,134
FL04650,167,167
FL04651,149,149
FL04652,138,138
FL04653,210,210
FL04654,159,159
FL04655,143,143
FL04656,163,163
FL04657,219,219
